No,Species,Nomenclature,C(cm),DBH(cm),S(m2),Latitude,Longitude,Code
296,Dâu da đất,Baccaurea ramiflora ,32.9,10.47,0.008612428,14.499382,108.576388,A22
297,Dẻ gai lá to,Castanopsis Sp 1,129.5,41.22,0.133436108,14.499876,108.576144,A24
298,Dẻ mũi mác,Castanopsis Sp 2,32.5,10.34,0.008404281,14.4998756,108.5758375,A25
299,Dẻ mũi mác,Castanopsis Sp 2,98.6,31.38,0.07735487,14.4999056,108.5755205,A25
300,Dẻ the,Lithocarpus magneinii ,67.2,21.39,0.035931254,14.499978,108.576035,A26
301,Dẻ the,Lithocarpus magneinii ,128.5,40.9,0.131383275,14.4998455,108.5758788,A26
302,Dung,Syplocos racemosa ,46,14.64,0.01683641,14.499655,108.576435,A27
303,Dung,Syplocos racemosa ,35,11.14,0.009746976,14.499904,108.576424,A27
304,Dung,Syplocos racemosa ,35.4,11.27,0.009971038,14.499652,108.576402,A27
305,Dung,Syplocos racemosa ,33,10.5,0.008664863,14.499588,108.576309,A27
306,Dung,Syplocos racemosa ,33.6,10.69,0.008982813,14.499401,108.57628,A27
307,Dung,Syplocos racemosa ,33,10.5,0.008664863,14.499313,108.575855,A27
308,Dung,Syplocos racemosa ,42.6,13.56,0.014439529,14.499349,108.575724,A27
309,Dung,Syplocos racemosa ,36.5,11.62,0.010600334,14.50004,108.576257,A27
310,Dung,Syplocos racemosa ,50,15.91,0.019891789,14.499326,108.576177,A27
311,Dung,Syplocos racemosa ,52.5,16.71,0.021930697,14.499286,108.57617,A27
312,Dung,Syplocos racemosa ,42,13.37,0.014035646,14.499708,108.57612,A27
313,Dung,Syplocos racemosa ,37,11.78,0.010892743,14.49923,108.576055,A27
314,Dung,Syplocos racemosa ,34.5,10.98,0.009470481,14.499593,108.576046,A27
315,Dung,Syplocos racemosa ,73,23.23,0.042401337,14.5000637,108.5760009,A27
316,Dung,Syplocos racemosa ,42.5,13.53,0.014371817,14.4999802,108.5759675,A27
317,Dung,Syplocos racemosa ,40.5,12.89,0.013051003,14.5001236,108.5759468,A27
318,Dung,Syplocos racemosa ,56.5,17.98,0.025399825,14.49949,108.575944,A27
319,Dung,Syplocos racemosa ,52,16.55,0.021514959,14.499627,108.57593,A27
320,Dung,Syplocos racemosa ,37.6,11.97,0.011248886,14.499547,108.575928,A27
321,Dung,Syplocos racemosa ,22.4,7.13,0.003992362,14.499352,108.575911,A27
322,Dung,Syplocos racemosa ,61.5,19.57,0.030094287,14.4997186,108.5757858,A27
323,Dung,Syplocos racemosa ,38,12.09,0.011489497,14.4995889,108.5756705,A27
324,Dung,Syplocos racemosa ,80.5,25.62,0.051561505,14.4999785,108.5755766,A27
325,Dung lá lớn,Sp 2,34,10.82,0.009197963,14.499655,108.576361,A28
326,Găng,Sp 3,36,11.46,0.010311903,14.499993,108.576363,A29
327,Bùi,Ilex Sp,30.5,9.71,0.007401735,14.503472,108.576377,A3
328,Bùi,Ilex Sp,33,10.5,0.008664863,14.499502,108.576154,A3
329,Bùi,Ilex Sp,112,35.65,0.099809039,14.5000969,108.576022,A3
330,Bùi,Ilex Sp,85.8,27.31,0.058574475,14.49966,108.575958,A3
331,Găng gai,Canthium horrium,30.9,9.83,0.007597151,14.499505,108.576384,A30
332,Găng gai,Canthium horrium,32,10.18,0.008147677,14.499675,108.576365,A30
333,Găng gai,Canthium horrium,36.6,11.65,0.010658498,14.499749,108.576347,A30
334,Găng gai,Canthium horrium,37,11.78,0.010892743,14.499739,108.576307,A30
335,Găng gai,Canthium horrium,42.5,13.53,0.014371817,14.499644,108.576298,A30
336,Găng gai,Canthium horrium,34.6,11.01,0.009525461,14.499922,108.576153,A30
337,Găng gai,Canthium horrium,74.3,23.65,0.043924968,14.4995637,108.5758356,A30
338,Găng gai,Canthium horrium,31.5,10.03,0.007895051,14.4998266,108.5756896,A30
339,Găng gai,Canthium horrium,42,13.37,0.014035646,14.4995053,108.5756644,A30
340,Găng gai,Canthium horrium,33,10.5,0.008664863,14.4995419,108.575608,A30
341,Găng gai,Canthium horrium,79.5,25.3,0.050288431,14.4992647,108.5755307,A30
342,Gáo,Neolamarckia cadamba,51.4,16.36,0.021021324,14.499631,108.575984,A31
343,Giang quảng đông,Fraxinus floribunda,32.4,10.31,0.008352642,14.499536,108.576122,A32
344,Giang quảng đông,Fraxinus floribunda,34.5,10.98,0.009470481,14.5000233,108.5758191,A32
345,Giổi nhung,Michelia faveolata,69.3,22.06,0.038212046,14.499644,108.576088,A33
346,Giổi nhung,Michelia faveolata,90.5,28.8,0.065167489,14.4998888,108.5755815,A33
347,Giổi xanh,Magnolia mediocris ,57.3,18.24,0.026124204,14.501043,108.576435,A34
348,Giổi xanh,Magnolia mediocris ,60.8,19.35,0.029413113,14.499607,108.576387,A34
349,Giổi xanh,Magnolia mediocris ,30.5,9.71,0.007401735,14.499675,108.576365,A34
350,Giổi xanh,Magnolia mediocris ,109.6,34.88,0.095577339,14.499335,108.576358,A34
351,Giổi xanh,Magnolia mediocris ,40,12.73,0.012730745,14.4999,108.576343,A34
352,Giổi xanh,Magnolia mediocris ,139.5,44.4,0.154839672,14.499928,108.576322,A34
353,Giổi xanh,Magnolia mediocris ,63.9,20.34,0.03248894,14.499572,108.576271,A34
354,Giổi xanh,Magnolia mediocris ,46.5,14.8,0.017204408,14.499265,108.575854,A34
355,Giổi xanh,Magnolia mediocris ,106,33.74,0.089401655,14.499393,108.575851,A34
356,Giổi xanh,Magnolia mediocris ,93.7,29.82,0.069857495,14.499447,108.576192,A34
357,Giổi xanh,Magnolia mediocris ,108.8,34.63,0.094187142,14.499468,108.576156,A34
358,Giổi xanh,Magnolia mediocris ,53.5,17.03,0.022774109,14.500192,108.576064,A34
359,Giổi xanh,Magnolia mediocris ,70.5,22.44,0.039546865,14.5000956,108.5760415,A34
360,Giổi xanh,Magnolia mediocris ,103.7,33,0.085564052,14.5000848,108.5760285,A34
361,Giổi xanh,Magnolia mediocris ,89.5,28.49,0.06373528,14.500074,108.5760155,A34
362,Giổi xanh,Magnolia mediocris ,236.5,75.27,0.445036999,14.499411,108.575997,A34
363,Giổi xanh,Magnolia mediocris ,81.5,25.94,0.052850493,14.499276,108.575989,A34
364,Giổi xanh,Magnolia mediocris ,185,58.88,0.272318587,14.499734,108.575931,A34
365,Giổi xanh,Magnolia mediocris ,101.5,32.3,0.081972072,14.499623,108.575922,A34
366,Giổi xanh,Magnolia mediocris ,127,40.42,0.128333864,14.499976,108.575897,A34
367,Giổi xanh,Magnolia mediocris ,203.4,64.74,0.329181731,14.5000216,108.5758398,A34
368,Giổi xanh,Magnolia mediocris ,74.6,23.74,0.044280395,14.5000287,108.5758112,A34
369,Giổi xanh,Magnolia mediocris ,123,39.15,0.120377148,14.4996775,108.5758036,A34
370,Giổi xanh,Magnolia mediocris ,31.5,10.03,0.007895051,14.4994286,108.5757623,A34
371,Giổi xanh,Magnolia mediocris ,123,39.15,0.120377148,14.5001109,108.5757566,A34
372,Giổi xanh,Magnolia mediocris ,69.3,22.06,0.038212046,14.500013,108.5757337,A34
373,Giổi xanh,Magnolia mediocris ,136.5,43.44,0.148251512,14.4994921,108.5756901,A34
374,Giổi xanh,Magnolia mediocris ,236.5,75.27,0.445036999,14.4997535,108.5756831,A34
375,Giổi xanh,Magnolia mediocris ,246.3,78.39,0.482683721,14.499501,108.5756604,A34
376,Giổi xanh,Magnolia mediocris ,150,47.74,0.179026098,14.4992552,108.5756491,A34
377,Giổi xanh,Magnolia mediocris ,128,40.74,0.130362826,14.499838,108.5755765,A34
378,Giổi xanh,Magnolia mediocris ,198.5,63.18,0.313512492,14.4995984,108.5755472,A34
379,Gò đồng nách,Gordonia axillaris,40.8,12.99,0.013245067,14.499312,108.576382,A35
380,Gò đồng nách,Gordonia axillaris,52.5,16.71,0.021930697,14.499319,108.576184,A35
381,Gò đồng nách,Gordonia axillaris,124.8,39.72,0.123926162,14.5001154,108.5758456,A35
382,Gò đồng nách,Gordonia axillaris,86.8,27.63,0.059947804,14.4996246,108.5757704,A35
383,Gò đồng nách,Gordonia axillaris,68.5,21.8,0.037334898,14.5001193,108.5757687,A35
384,Gội nếp,Aglaia spectabilis,34.3,10.92,0.009360996,14.4999382,108.5758197,A36
385,Gội nếp,Aglaia spectabilis,67,21.32,0.035717696,14.4997047,108.5757752,A36
386,Gội nếp,Aglaia spectabilis,68.5,21.8,0.037334898,14.5000289,108.5756865,A36
387,Gội nếp,Aglaia spectabilis,95.8,30.49,0.07302387,14.4993771,108.5756242,A36
388,Gội nếp,Aglaia spectabilis,59.4,18.91,0.028074157,14.4992231,108.5756167,A36
389,Gội nếp,Aglaia spectabilis,146.5,46.63,0.170769017,14.4993643,108.5755551,A36
390,Gội tẻ,Aglaia sp,50,15.91,0.019891789,14.499728,108.576431,A37
391,Gội tẻ,Aglaia sp,42,13.37,0.014035646,14.503367,108.576278,A37
392,Gội tẻ,Aglaia sp,102.5,32.62,0.083595242,14.499218,108.57611,A37
393,Gội tẻ,Aglaia sp,93,29.6,0.068817632,14.499593,108.576046,A37
394,Gội tẻ,Aglaia sp,67.8,21.58,0.036575748,14.499548,108.575892,A37
395,Gội tẻ,Aglaia sp,92.5,29.44,0.068079647,14.499982,108.575886,A37
396,Gội tẻ,Aglaia sp,84.6,26.93,0.056947486,14.499238,108.575873,A37
397,Gội tẻ,Aglaia sp,120.2,38.26,0.114958943,14.4996813,108.5758005,A37
398,Hoa khế,Craibiodendron scleranthum ,174.5,55.54,0.242283975,14.499939,108.576421,A38
399,Hoa khế,Craibiodendron scleranthum ,170,54.11,0.229949077,14.499609,108.576212,A38
400,Hoa khế,Craibiodendron scleranthum ,171.5,54.58,0.234024905,14.4998798,108.575813,A38
401,Hoắc quang,Wendlandia glabrata ,37.3,11.87,0.011070099,14.499474,108.576369,A39
402,Hoắc quang,Wendlandia glabrata ,32.6,10.38,0.008456079,14.499474,108.576369,A39
403,Hoắc quang,Wendlandia glabrata ,33,10.5,0.008664863,14.499467,108.57636,A39
404,Hoắc quang,Wendlandia glabrata ,39,12.41,0.012102164,14.499341,108.576323,A39
405,Hoắc quang,Wendlandia glabrata ,28.8,9.17,0.006599618,14.499499,108.5763,A39
406,Hoắc quang,Wendlandia glabrata ,37,11.78,0.010892743,14.499949,108.576215,A39
407,Hoắc quang,Wendlandia glabrata ,35.7,11.36,0.010140754,14.500099,108.576202,A39
408,Hoắc quang,Wendlandia glabrata ,38.5,12.25,0.011793842,14.500157,108.576078,A39
409,Hoắc quang,Wendlandia glabrata ,43,13.69,0.014711967,14.499449,108.576011,A39
410,Hoắc quang,Wendlandia glabrata ,56.5,17.98,0.025399825,14.5000624,108.5759945,A39
411,Hoắc quang,Wendlandia glabrata ,57.5,18.3,0.026306891,14.499979,108.5759713,A39
412,Hoắc quang,Wendlandia glabrata ,81.6,25.97,0.052980267,14.499982,108.575886,A39
413,Hoắc quang,Wendlandia glabrata ,50.2,15.98,0.020051241,14.4997185,108.5756768,A39
414,Hoắc quang,Wendlandia glabrata ,76.5,24.35,0.046564688,14.4997019,108.5756371,A39
415,Búi lửa,Mastixia arborea ,66.5,21.16,0.035186585,14.4994115,108.5757849,A4
416,Hồng,Diospyros kaki ,117.3,37.33,0.109478756,14.4998289,108.5756754,A40
417,Hồng bì rừng,Clausena excavata ,38.8,12.35,0.011978358,14.499431,108.5756124,A41
418,Hồng tùng,Dacrydium elatum ,34.9,11.11,0.009691359,14.499346,108.576379,A42
419,Hồng tùng,Dacrydium elatum ,83.9,26.7,0.056008991,14.499685,108.576358,A42
420,Hồng tùng,Dacrydium elatum ,101.5,32.3,0.081972072,14.499307,108.576339,A42
421,Hồng tùng,Dacrydium elatum ,50,15.91,0.019891789,14.499217,108.575825,A42
422,Hồng tùng,Dacrydium elatum ,129.5,41.22,0.133436108,14.499443,108.575812,A42
423,Hồng tùng,Dacrydium elatum ,145,46.15,0.167289943,14.499653,108.576271,A42
424,Hồng tùng,Dacrydium elatum ,67.5,21.48,0.036252785,14.499653,108.576271,A42
425,Hồng tùng,Dacrydium elatum ,114.5,36.44,0.104314529,14.49976,108.576245,A42
426,Hồng tùng,Dacrydium elatum ,59.6,18.97,0.028263526,14.499626,108.576217,A42
427,Hồng tùng,Dacrydium elatum ,138,43.92,0.151527689,14.499853,108.576214,A42
428,Hồng tùng,Dacrydium elatum ,162,51.56,0.208816041,14.499436,108.576136,A42
429,Hồng tùng,Dacrydium elatum ,66,21.01,0.034659453,14.49991,108.576129,A42
430,Hồng tùng,Dacrydium elatum ,137.3,43.7,0.149994351,14.499599,108.576122,A42
431,Hồng tùng,Dacrydium elatum ,93,29.6,0.068817632,14.499725,108.576116,A42
432,Hồng tùng,Dacrydium elatum ,66.8,21.26,0.035504774,14.499835,108.576072,A42
433,Hồng tùng,Dacrydium elatum ,86,27.37,0.058847868,14.499755,108.576068,A42
434,Hồng tùng,Dacrydium elatum ,125.5,39.94,0.125320258,14.499884,108.576053,A42
435,Hồng tùng,Dacrydium elatum ,203.6,64.8,0.329829408,14.499877,108.57592,A42
436,Hồng tùng,Dacrydium elatum ,180.3,57.38,0.258657623,14.499754,108.575908,A42
437,Hồng tùng,Dacrydium elatum ,170,54.11,0.229949077,14.499688,108.575907,A42
438,Hồng tùng,Dacrydium elatum ,82.3,26.19,0.053893141,14.499749,108.575876,A42
439,Hồng tùng,Dacrydium elatum ,197.3,62.79,0.30973337,14.4997594,108.5758703,A42
440,Hồng tùng,Dacrydium elatum ,79,25.14,0.049657861,14.4999983,108.5758625,A42
441,Hồng tùng,Dacrydium elatum ,212.5,67.63,0.359295433,14.4997081,108.5758606,A42
442,Hồng tùng,Dacrydium elatum ,176,56.02,0.246467218,14.4997004,108.5758524,A42
443,Hồng tùng,Dacrydium elatum ,195,62.06,0.302554106,14.4994985,108.5758469,A42
444,Hồng tùng,Dacrydium elatum ,188,59.83,0.281222151,14.4995151,108.5758423,A42
445,Hồng tùng,Dacrydium elatum ,225,71.61,0.402808721,14.4995613,108.5758284,A42
446,Hồng tùng,Dacrydium elatum ,100,31.83,0.079567155,14.4995634,108.5758277,A42
447,Hồng tùng,Dacrydium elatum ,147,46.79,0.171936665,14.4996583,108.5758249,A42
448,Hồng tùng,Dacrydium elatum ,163.5,52.04,0.212700907,14.49943,108.57582,A42
449,Hồng tùng,Dacrydium elatum ,180,57.29,0.257797581,14.4997738,108.5757984,A42
450,Hồng tùng,Dacrydium elatum ,135,42.97,0.145011139,14.4994888,108.5757937,A42
451,Hồng tùng,Dacrydium elatum ,203,64.61,0.327888288,14.5000328,108.5756975,A42
452,Hồng tùng,Dacrydium elatum ,161,51.24,0.206246022,14.4992378,108.5756882,A42
453,Hồng tùng,Dacrydium elatum ,159,50.6,0.201153724,14.4998543,108.5756375,A42
454,Hồng tùng,Dacrydium elatum ,205,65.25,0.334380968,14.4998333,108.5755495,A42
455,Hồng tùng,Dacrydium elatum ,166,52.83,0.219255251,14.4999056,108.5755205,A42
456,Kháo,Symplocos ferruguinea,44.5,14.16,0.015756286,14.499349,108.575712,A43
457,Kháo,Symplocos ferruguinea,34,10.82,0.009197963,14.499944,108.576015,A43
458,Kháo,Symplocos ferruguinea,73.3,23.33,0.042750557,14.499745,108.575983,A43
459,Kháo,Symplocos ferruguinea,62.5,19.89,0.03108092,14.499486,108.575946,A43
460,Kháo,Symplocos ferruguinea,67.4,21.45,0.036145449,14.4995047,108.575867,A43
461,Kháo,Symplocos ferruguinea,45.5,14.48,0.01647239,14.499967,108.5758087,A43
462,Kháo,Symplocos ferruguinea,50.5,16.07,0.020291614,14.4998349,108.5756409,A43
463,Kháo,Symplocos ferruguinea,106.5,33.9,0.090247056,14.5000571,108.5755462,A43
464,Lấu,Psychotria Sp,40.8,12.99,0.013245067,14.499958,108.576426,A44
465,Liên đằng,Illigera Sp,47,14.96,0.017576384,14.499452,108.576365,A45
466,Liên đằng,Illigera Sp,104,33.1,0.086059835,14.49958,108.57623,A45
467,Mạ sưa,Helicia obovatifolia ,45.5,14.48,0.01647239,14.500259,108.576366,A46
468,Mạ sưa,Helicia obovatifolia ,57.5,18.3,0.026306891,14.499742,108.576163,A46
469,Mạ sưa,Helicia obovatifolia ,50,15.91,0.019891789,14.5000563,108.5760912,A46
470,Mạ sưa,Helicia obovatifolia ,53.2,16.93,0.022519414,14.499822,108.57604,A46
471,Mạ sưa,Helicia obovatifolia ,69.5,22.12,0.038432925,14.5000758,108.5758935,A46
472,Mãi táp,Aidia oxyodonta ,39.4,12.54,0.012351687,14.49989,108.576404,A47
473,Mãi táp,Aidia oxyodonta ,57.2,18.2,0.0260331,14.499712,108.576356,A47
474,Mãi táp,Aidia oxyodonta ,39.2,12.48,0.012226607,14.499946,108.576342,A47
475,Mãi táp,Aidia oxyodonta ,57,18.14,0.025851369,14.499548,108.576268,A47
476,Mãi táp,Aidia oxyodonta ,38.6,12.29,0.011855188,14.499949,108.576215,A47
477,Mãi táp,Aidia oxyodonta ,33.8,10.76,0.00909007,14.499832,108.576199,A47
478,Mãi táp,Aidia oxyodonta ,32.6,10.38,0.008456079,14.499844,108.576181,A47
479,Mãi táp,Aidia oxyodonta ,33.2,10.57,0.00877021,14.499589,108.576003,A47
480,Mãi táp,Aidia oxyodonta ,56.3,17.92,0.025220321,14.4994567,108.5759646,A47
481,Mãi táp,Aidia oxyodonta ,36.8,11.71,0.010775302,14.4999954,108.5758616,A47
482,Mãi táp,Aidia oxyodonta ,48.8,15.53,0.01894844,14.5000421,108.5758463,A47
483,Mãi táp,Aidia oxyodonta ,48.4,15.4,0.018639083,14.5001416,108.5758222,A47
484,Mãi táp,Aidia oxyodonta ,33,10.5,0.008664863,14.4998157,108.5757914,A47
485,Mãi táp,Aidia oxyodonta ,39.5,12.57,0.012414465,14.4997478,108.5757708,A47
486,Mãi táp,Aidia oxyodonta ,60,19.1,0.028644176,14.4997478,108.5757708,A47
487,Mãi táp,Aidia oxyodonta ,36.5,11.62,0.010600334,14.499706,108.5757025,A47
488,Mãi táp,Aidia oxyodonta ,66.6,21.2,0.035292489,14.4995889,108.5756705,A47
489,Mãi táp,Aidia oxyodonta ,51,16.23,0.020695417,14.4995053,108.5756527,A47
490,Mãi táp,Aidia oxyodonta ,57.5,18.3,0.026306891,14.4997019,108.5756371,A47
491,Mãi táp,Aidia oxyodonta ,39.5,12.57,0.012414465,14.4997864,108.5756282,A47
492,Mãi táp,Aidia oxyodonta ,35.5,11.3,0.010027451,14.4997173,108.5755914,A47
493,Mãi táp,Aidia oxyodonta ,71.5,22.76,0.040676719,14.5001024,108.5755643,A47
494,Mãi táp,Aidia oxyodonta ,51.3,16.33,0.020939609,14.4997185,108.5754828,A47
495,Mật sa,Meliosma sp,37.5,11.94,0.011189131,14.500014,108.576421,A48
496,Mật sa,Meliosma sp,44,14,0.015404201,14.499456,108.576116,A48
497,Mít rừng,Artocarpus styracifolius ,87,27.69,0.060224379,14.499316,108.575818,A49
498,Mít rừng,Artocarpus styracifolius ,63.5,20.21,0.032083466,14.499894,108.576169,A49
499,Cà đuối,Cryptocarya metcalfiana,42.5,13.53,0.014371817,14.499481,108.576286,A5
500,Cà đuối,Cryptocarya metcalfiana,52.2,16.61,0.021680777,14.499289,108.575722,A5
501,Cà đuối,Cryptocarya metcalfiana,42.6,13.56,0.014439529,14.5001755,108.5760561,A5
502,Cà đuối,Cryptocarya metcalfiana,38,12.09,0.011489497,14.5001643,108.5760045,A5
503,Cà đuối,Cryptocarya metcalfiana,44.2,14.07,0.015544558,14.5000947,108.575683,A5
504,Cà đuối,Cryptocarya metcalfiana,75,23.87,0.044756525,14.4997399,108.5756417,A5
505,Cà đuối,Cryptocarya metcalfiana,72.4,23.04,0.041707193,14.4993797,108.5755707,A5
506,Cà đuối,Cryptocarya metcalfiana,64,20.37,0.032590707,14.4995727,108.5754971,A5
507,Nhàu,Morinda Sp,48.5,15.44,0.018716184,14.4996806,108.5757783,A50
508,Nhọc,Huberantha cerasoides,30.5,9.71,0.007401735,14.499286,108.57617,A51
509,Nhọc,Huberantha cerasoides,37.5,11.94,0.011189131,14.499631,108.576089,A51
510,Nhọc,Huberantha cerasoides,35.8,11.39,0.010197645,14.499898,108.575932,A51
511,Nhọc,Huberantha cerasoides,45.5,14.48,0.01647239,14.499374,108.575925,A51
512,Nhọc,Huberantha cerasoides,61,19.41,0.029606938,14.4996779,108.5757772,A51
513,Quế bạc,Cinnamomum mairei ,44.2,14.07,0.015544558,14.499553,108.576227,A52
514,Quế bạc,Cinnamomum mairei ,97.3,30.97,0.075328533,14.500088,108.576176,A52
515,Quế bạc,Cinnamomum mairei ,95.3,30.33,0.072263606,14.49931,108.576162,A52
516,Quế bạc,Cinnamomum mairei ,124,39.47,0.122342457,14.5000144,108.5759082,A52
517,Quế bạc,Cinnamomum mairei ,129.5,41.22,0.133436108,14.499502,108.575906,A52
518,Quế bạc,Cinnamomum mairei ,54,17.19,0.023201782,14.499405,108.5755528,A52
519,Ràng ràng mít,Ormosia balansae,100,31.83,0.079567155,14.5001153,108.5759292,A53
520,Sến,Madhuca Sp 1,45.5,14.48,0.01647239,14.499682,108.576443,A55
521,Sến,Madhuca Sp 1,50.5,16.07,0.020291614,14.499606,108.576255,A55
522,Sến,Madhuca Sp 1,37.9,12.06,0.011429106,14.499371,108.5762,A55
523,Sến,Madhuca Sp 1,38.5,12.25,0.011793842,14.499855,108.575923,A55
524,Sến,Madhuca Sp 1,35,11.14,0.009746976,14.4998272,108.5759158,A55
525,Sến,Madhuca Sp 1,64.5,20.53,0.033101926,14.4999664,108.5758947,A55
526,Sến,Madhuca Sp 1,50,15.91,0.019891789,14.499852,108.575828,A55
527,Sến,Madhuca Sp 1,55,17.5,0.024069064,14.4998459,108.5758176,A55
528,Sến,Madhuca Sp 1,87.5,27.85,0.060918603,14.5001088,108.5757984,A55
529,Sến,Madhuca Sp 1,73.5,23.39,0.042984166,14.5000041,108.5757819,A55
530,Sến,Madhuca Sp 1,61,19.41,0.029606938,14.4996801,108.5757708,A55
531,Sến,Madhuca Sp 1,48,15.28,0.018332272,14.4999887,108.5757503,A55
532,Sến,Madhuca Sp 1,105,33.42,0.087722788,14.499405,108.5755528,A55
533,Sến đất,Madhuca Sp 2,31.5,10.03,0.007895051,14.499428,108.576382,A56
534,Sến mủ,Madhuca Sp 3,31.5,10.03,0.007895051,14.500014,108.576432,A57
535,Sến mủ,Madhuca Sp 3,40,12.73,0.012730745,14.49969,108.576314,A57
536,Sến mủ,Madhuca Sp 3,43,13.69,0.014711967,14.49966,108.575968,A57
537,Sồi langbiang,Quercus langbianensis,34,10.82,0.009197963,14.499857,108.576063,A58
538,Sồi langbiang,Quercus langbianensis,53.8,17.12,0.023030236,14.4999656,108.5760448,A58
539,Sồi langbiang,Quercus langbianensis,68.6,21.83,0.037443985,14.5000226,108.5757173,A58
540,Sòi tía,Triadica cochinchinensis ,39.8,12.67,0.012603756,14.499612,108.576358,A59
541,Sòi tía,Triadica cochinchinensis ,71.3,22.69,0.040449475,14.499538,108.576352,A59
542,Sòi tía,Triadica cochinchinensis ,51,16.23,0.020695417,14.499932,108.576035,A59
543,Sòi tía,Triadica cochinchinensis ,87,27.69,0.060224379,14.4992483,108.5756889,A59
544,Cám,Parinari annamensis ,49.5,15.75,0.019495942,14.499633,108.576149,A6
545,Sống rắn,Albizia corniculata ,58.5,18.62,0.02722987,14.499329,108.576074,A60
546,Sp,Sp,33.5,10.66,0.008929424,14.499386,108.576392,A61
547,Sp,Sp,31,9.87,0.007646404,14.499604,108.57638,A61
548,Sp,Sp,41,13.05,0.013375239,14.499815,108.576362,A61
549,Sp,Sp,34.5,10.98,0.009470481,14.499273,108.576332,A61
550,Sp,Sp,37,11.78,0.010892743,14.499233,108.575871,A61
551,Sp,Sp,39,12.41,0.012102164,14.499274,108.575701,A61
552,Sp,Sp,46.8,14.89,0.017427116,14.499436,108.576249,A61
553,Sp,Sp,40.4,12.86,0.012986633,14.499932,108.576245,A61
554,Sp,Sp,55.7,17.73,0.02468563,14.500027,108.576239,A61
555,Sp,Sp,40.2,12.79,0.01285837,14.499833,108.576201,A61
556,Sp,Sp,32,10.18,0.008147677,14.499934,108.576194,A61
557,Sp,Sp,38,12.09,0.011489497,14.500117,108.576191,A61
558,Sp,Sp,40.5,12.89,0.013051003,14.499942,108.576178,A61
559,Sp,Sp,48,15.28,0.018332272,14.500104,108.576169,A61
560,Sp,Sp,44.8,14.26,0.015969446,14.500104,108.576168,A61
561,Sp,Sp,37.4,11.9,0.011129535,14.499633,108.576149,A61
562,Sp,Sp,46.5,14.8,0.017204408,14.499875,108.576142,A61
563,Sp,Sp,35.5,11.3,0.010027451,14.49983,108.57612,A61
564,Sp,Sp,49.5,15.75,0.019495942,14.499725,108.576116,A61
565,Sp,Sp,50.6,16.1,0.020372056,14.500061,108.57611,A61
566,Sp,Sp,53.5,17.03,0.022774109,14.500061,108.57611,A61
567,Sp,Sp,50.5,16.07,0.020291614,14.499243,108.576054,A61
568,Sp,Sp,40.5,12.89,0.013051003,14.499242,108.576051,A61
569,Sp,Sp,57.5,18.3,0.026306891,14.499816,108.576045,A61
570,Sp,Sp,37.8,12.03,0.011368873,14.5000871,108.5760199,A61
571,Sp,Sp,37.1,11.81,0.010951703,14.499528,108.576003,A61
572,Sp,Sp,38,12.09,0.011489497,14.5000048,108.5759791,A61
573,Sp,Sp,86.4,27.5,0.059396563,14.49937,108.575946,A61
574,Sp,Sp,55.8,17.76,0.024774348,14.5000139,108.5759451,A61
575,Sp,Sp,71.4,22.72,0.040563017,14.5001253,108.5759279,A61
576,Sp,Sp,42,13.37,0.014035646,14.499982,108.575898,A61
577,Sp,Sp,73.5,23.39,0.042984166,14.499878,108.575884,A61
578,Sp,Sp,52.5,16.71,0.021930697,14.4995047,108.57587,A61
579,Sp,Sp,55.5,17.66,0.024508673,14.4995636,108.5758284,A61
580,Sp,Sp,69.5,22.12,0.038432925,14.4997186,108.5757858,A61
581,Sp,Sp,48,15.28,0.018332272,14.4997186,108.5757858,A61
582,Sp,Sp,36.8,11.71,0.010775302,14.4994232,108.5757195,A61
583,Sp,Sp,170,54.11,0.229949077,14.5000541,108.5756745,A61
584,Sp,Sp,58,18.46,0.026766391,14.4993727,108.5756407,A61
585,Sp,Sp,96,30.55,0.07332909,14.4994259,108.575599,A61
586,Sp,Sp,182,57.92,0.263558243,14.4998166,108.5755733,A61
587,Sụ,Alseodaphne Sp,78,24.82,0.048408657,14.49942,108.575997,A62
588,Sú hương,Lasianthus Sp 1,43.4,13.81,0.014986951,14.5001193,108.5757687,A63
589,Sú hương,Lasianthus Sp 1,40,12.73,0.012730745,14.499794,108.576102,A63
590,Sú hương,Lasianthus Sp 1,53,16.87,0.022350414,14.5000605,108.5760051,A63
591,Sụ thon,Lasianthus Sp 2,46,14.64,0.01683641,14.499218,108.57611,A64
592,Súm,Eurya Sp,40.4,12.86,0.012986633,14.499556,108.576445,A65
593,Súm,Eurya Sp,32,10.18,0.008147677,14.499569,108.576417,A65
594,Súm,Eurya Sp,42,13.37,0.014035646,14.499928,108.576379,A65
595,Súm,Eurya Sp,32,10.18,0.008147677,14.499371,108.5762,A65
596,Súm,Eurya Sp,37.5,11.94,0.011189131,14.499429,108.576175,A65
597,Súm,Eurya Sp,46.6,14.83,0.017278485,14.499751,108.576174,A65
598,Súm,Eurya Sp,33,10.5,0.008664863,14.49957,108.576166,A65
599,Súm,Eurya Sp,42.3,13.46,0.014236871,14.5001669,108.576048,A65
600,Súm,Eurya Sp,45.7,14.54,0.016617521,14.4999817,108.575959,A65
601,Súm,Eurya Sp,43,13.69,0.014711967,14.4999608,108.5758943,A65
602,Súm,Eurya Sp,45,14.32,0.016112349,14.499497,108.5758462,A65
