No,Species,Nomenclature,C(cm),DBH(cm),S(m2),Latitude,Longitude,Code
311,Đa hương,Sp1,112.6,35.84,0.1,14.499494,108.5757929,A21
312,Đa hương,Sp1,86.4,27.5,0.06,14.4997186,108.5757858,A21
313,Đa hương,Sp1,42.5,13.53,0.01,14.4995382,108.5757843,A21
314,Đa hương,Sp1,93.5,29.76,0.07,14.4994353,108.5757812,A21
315,Đa hương,Sp1,105,33.42,0.09,14.4992829,108.5756876,A21
316,Đa hương,Sp1,78.5,24.98,0.05,14.5000947,108.575683,A21
317,Đa hương,Sp1,92.5,29.44,0.07,14.4994358,108.5756781,A21
318,Đa hương,Sp1,67.5,21.48,0.04,14.4994358,108.5756781,A21
319,Đa hương,Sp1,105,33.42,0.09,14.5000366,108.5756674,A21
320,Đa hương,Sp1,105,33.42,0.09,14.499943,108.5756478,A21
321,Đa hương,Sp1,92.5,29.44,0.07,14.4997121,108.5755998,A21
322,Đa hương,Sp1,98,31.19,0.08,14.5001024,108.5755643,A21
323,Đa hương,Sp1,115,36.6,0.11,14.499508,108.5755324,A21
324,Dâu da đất,Baccaurea ramiflora ,38.5,12.25,0.01,14.4999,108.576561,A22
325,Dâu da đất,Baccaurea ramiflora ,39.5,12.57,0.01,14.499214,108.575767,A22
326,Dâu da đất,Baccaurea ramiflora ,40.5,12.89,0.01,14.499322,108.575766,A22
327,Dâu da đất,Baccaurea ramiflora ,64.4,20.5,0.03,14.499978,108.576256,A22
328,Dâu da đất,Baccaurea ramiflora ,49,15.6,0.02,14.49971,108.57617,A22
329,Dâu da đất,Baccaurea ramiflora ,57,18.14,0.03,14.499964,108.576166,A22
330,Dâu da đất,Baccaurea ramiflora ,48.3,15.37,0.02,14.499755,108.576068,A22
331,Dâu da đất,Baccaurea ramiflora ,33.3,10.6,0.01,14.4999665,108.5760457,A22
332,Dâu da đất,Baccaurea ramiflora ,36.5,11.62,0.01,14.5000543,108.5760021,A22
333,Dâu da đất,Baccaurea ramiflora ,32,10.18,0.01,14.499618,108.575881,A22
334,Dâu da đất,Baccaurea ramiflora ,57.5,18.3,0.03,14.4995164,108.5758142,A22
335,Dâu da đất,Baccaurea ramiflora ,53,16.87,0.02,14.4994948,108.5757833,A22
336,Dâu da đất,Baccaurea ramiflora ,64.5,20.53,0.03,14.499706,108.5757025,A22
337,Dâu da đất,Baccaurea ramiflora ,50.4,16.04,0.02,14.4994358,108.5756781,A22
338,Dâu da đất,Baccaurea ramiflora ,58.5,18.62,0.03,14.4995119,108.5756635,A22
339,Dâu da đất,Baccaurea ramiflora ,42.4,13.49,0.01,14.4993026,108.575651,A22
340,Dâu da đất,Baccaurea ramiflora ,95,30.24,0.07,14.4992602,108.5755876,A22
341,Dâu da đất,Baccaurea ramiflora ,64.5,20.53,0.03,14.4992151,108.5755661,A22
342,Dâu móc,Baccaurea Sp ,32.9,10.47,0.01,14.499382,108.576388,A23
343,Dẻ gai lá to,Castanopsis Sp,129.5,41.22,0.13,14.499876,108.576144,A24
344,Dẻ mũi mác,Castanopsis Sp,32.5,10.34,0.01,14.4998756,108.5758375,A25
345,Dẻ mũi mác,Castanopsis Sp,98.6,31.38,0.08,14.4999056,108.5755205,A25
346,Dẻ the,Lithocarpus magneinii ,67.2,21.39,0.04,14.499978,108.576035,A26
347,Dẻ the,Lithocarpus magneinii ,128.5,40.9,0.13,14.4998455,108.5758788,A26
348,Dung,Syplocos racemosa ,46,14.64,0.02,14.499655,108.576435,A27
349,Dung,Syplocos racemosa ,35,11.14,0.01,14.499904,108.576424,A27
350,Dung,Syplocos racemosa ,35.4,11.27,0.01,14.499652,108.576402,A27
351,Dung,Syplocos racemosa ,33,10.5,0.01,14.499588,108.576309,A27
352,Dung,Syplocos racemosa ,33.6,10.69,0.01,14.499401,108.57628,A27
353,Dung,Syplocos racemosa ,33,10.5,0.01,14.499313,108.575855,A27
354,Dung,Syplocos racemosa ,42.6,13.56,0.01,14.499349,108.575724,A27
355,Dung,Syplocos racemosa ,36.5,11.62,0.01,14.50004,108.576257,A27
356,Dung,Syplocos racemosa ,50,15.91,0.02,14.499326,108.576177,A27
357,Dung,Syplocos racemosa ,52.5,16.71,0.02,14.499286,108.57617,A27
358,Dung,Syplocos racemosa ,42,13.37,0.01,14.499708,108.57612,A27
359,Dung,Syplocos racemosa ,37,11.78,0.01,14.49923,108.576055,A27
360,Dung,Syplocos racemosa ,34.5,10.98,0.01,14.499593,108.576046,A27
361,Dung,Syplocos racemosa ,73,23.23,0.04,14.5000637,108.5760009,A27
362,Dung,Syplocos racemosa ,42.5,13.53,0.01,14.4999802,108.5759675,A27
363,Dung,Syplocos racemosa ,40.5,12.89,0.01,14.5001236,108.5759468,A27
364,Dung,Syplocos racemosa ,56.5,17.98,0.03,14.49949,108.575944,A27
365,Dung,Syplocos racemosa ,52,16.55,0.02,14.499627,108.57593,A27
366,Dung,Syplocos racemosa ,37.6,11.97,0.01,14.499547,108.575928,A27
367,Dung,Syplocos racemosa ,22.4,7.13,0,14.499352,108.575911,A27
368,Dung,Syplocos racemosa ,61.5,19.57,0.03,14.4997186,108.5757858,A27
369,Dung,Syplocos racemosa ,38,12.09,0.01,14.4995889,108.5756705,A27
370,Dung,Syplocos racemosa ,80.5,25.62,0.05,14.4999785,108.5755766,A27
371,Dung lá lớn,Sp2,34,10.82,0.01,14.499655,108.576361,A28
372,Găng,Sp3,36,11.46,0.01,14.499993,108.576363,A29
373,Găng gai,Canthium horrium,30.9,9.83,0.01,14.499505,108.576384,A30
374,Găng gai,Canthium horrium,32,10.18,0.01,14.499675,108.576365,A30
375,Găng gai,Canthium horrium,36.6,11.65,0.01,14.499749,108.576347,A30
376,Găng gai,Canthium horrium,37,11.78,0.01,14.499739,108.576307,A30
377,Găng gai,Canthium horrium,42.5,13.53,0.01,14.499644,108.576298,A30
378,Găng gai,Canthium horrium,34.6,11.01,0.01,14.499922,108.576153,A30
379,Găng gai,Canthium horrium,74.3,23.65,0.04,14.4995637,108.5758356,A30
380,Găng gai,Canthium horrium,31.5,10.03,0.01,14.4998266,108.5756896,A30
381,Găng gai,Canthium horrium,42,13.37,0.01,14.4995053,108.5756644,A30
382,Găng gai,Canthium horrium,33,10.5,0.01,14.4995419,108.575608,A30
383,Găng gai,Canthium horrium,79.5,25.3,0.05,14.4992647,108.5755307,A30
384,Gáo,Neolamarckia cadamba,51.4,16.36,0.02,14.499631,108.575984,A31
385,Giang quảng đông,Sp4,32.4,10.31,0.01,14.499536,108.576122,A32
386,Giang quảng đông,Sp4,34.5,10.98,0.01,14.5000233,108.5758191,A32
387,Giổi nhung,Michelia faveolata,69.3,22.06,0.04,14.499644,108.576088,A33
388,Giổi nhung,Michelia faveolata,90.5,28.8,0.07,14.4998888,108.5755815,A33
389,Giổi xanh,Magnolia mediocris ,57.3,18.24,0.03,14.501043,108.576435,A34
390,Giổi xanh,Magnolia mediocris ,60.8,19.35,0.03,14.499607,108.576387,A34
391,Giổi xanh,Magnolia mediocris ,30.5,9.71,0.01,14.499675,108.576365,A34
392,Giổi xanh,Magnolia mediocris ,109.6,34.88,0.1,14.499335,108.576358,A34
393,Giổi xanh,Magnolia mediocris ,40,12.73,0.01,14.4999,108.576343,A34
394,Giổi xanh,Magnolia mediocris ,139.5,44.4,0.15,14.499928,108.576322,A34
395,Giổi xanh,Magnolia mediocris ,63.9,20.34,0.03,14.499572,108.576271,A34
396,Giổi xanh,Magnolia mediocris ,46.5,14.8,0.02,14.499265,108.575854,A34
397,Giổi xanh,Magnolia mediocris ,106,33.74,0.09,14.499393,108.575851,A34
398,Giổi xanh,Magnolia mediocris ,93.7,29.82,0.07,14.499447,108.576192,A34
399,Giổi xanh,Magnolia mediocris ,108.8,34.63,0.09,14.499468,108.576156,A34
400,Giổi xanh,Magnolia mediocris ,53.5,17.03,0.02,14.500192,108.576064,A34
401,Giổi xanh,Magnolia mediocris ,70.5,22.44,0.04,14.5000956,108.5760415,A34
402,Giổi xanh,Magnolia mediocris ,103.7,33,0.09,14.5000848,108.5760285,A34
403,Giổi xanh,Magnolia mediocris ,89.5,28.49,0.06,14.500074,108.5760155,A34
404,Giổi xanh,Magnolia mediocris ,236.5,75.27,0.45,14.499411,108.575997,A34
405,Giổi xanh,Magnolia mediocris ,81.5,25.94,0.05,14.499276,108.575989,A34
406,Giổi xanh,Magnolia mediocris ,185,58.88,0.27,14.499734,108.575931,A34
407,Giổi xanh,Magnolia mediocris ,101.5,32.3,0.08,14.499623,108.575922,A34
408,Giổi xanh,Magnolia mediocris ,127,40.42,0.13,14.499976,108.575897,A34
409,Giổi xanh,Magnolia mediocris ,203.4,64.74,0.33,14.5000216,108.5758398,A34
410,Giổi xanh,Magnolia mediocris ,74.6,23.74,0.04,14.5000287,108.5758112,A34
411,Giổi xanh,Magnolia mediocris ,123,39.15,0.12,14.4996775,108.5758036,A34
412,Giổi xanh,Magnolia mediocris ,31.5,10.03,0.01,14.4994286,108.5757623,A34
413,Giổi xanh,Magnolia mediocris ,123,39.15,0.12,14.5001109,108.5757566,A34
414,Giổi xanh,Magnolia mediocris ,69.3,22.06,0.04,14.500013,108.5757337,A34
415,Giổi xanh,Magnolia mediocris ,136.5,43.44,0.15,14.4994921,108.5756901,A34
416,Giổi xanh,Magnolia mediocris ,236.5,75.27,0.45,14.4997535,108.5756831,A34
417,Giổi xanh,Magnolia mediocris ,246.3,78.39,0.48,14.499501,108.5756604,A34
418,Giổi xanh,Magnolia mediocris ,150,47.74,0.18,14.4992552,108.5756491,A34
419,Giổi xanh,Magnolia mediocris ,128,40.74,0.13,14.499838,108.5755765,A34
420,Giổi xanh,Magnolia mediocris ,198.5,63.18,0.31,14.4995984,108.5755472,A34
421,Gò đồng nách,Gordonia axillaris,40.8,12.99,0.01,14.499312,108.576382,A35
422,Gò đồng nách,Gordonia axillaris,52.5,16.71,0.02,14.499319,108.576184,A35
423,Gò đồng nách,Gordonia axillaris,124.8,39.72,0.12,14.5001154,108.5758456,A35
424,Gò đồng nách,Gordonia axillaris,86.8,27.63,0.06,14.4996246,108.5757704,A35
425,Gò đồng nách,Gordonia axillaris,68.5,21.8,0.04,14.5001193,108.5757687,A35
426,Gội nếp,Aglaia spectabilis,34.3,10.92,0.01,14.4999382,108.5758197,A36
427,Gội nếp,Aglaia spectabilis,67,21.32,0.04,14.4997047,108.5757752,A36
428,Gội nếp,Aglaia spectabilis,68.5,21.8,0.04,14.5000289,108.5756865,A36
429,Gội nếp,Aglaia spectabilis,95.8,30.49,0.07,14.4993771,108.5756242,A36
430,Gội nếp,Aglaia spectabilis,59.4,18.91,0.03,14.4992231,108.5756167,A36
431,Gội nếp,Aglaia spectabilis,146.5,46.63,0.17,14.4993643,108.5755551,A36
432,Gội tẻ,Aglaia sp,50,15.91,0.02,14.499728,108.576431,A37
433,Gội tẻ,Aglaia sp,42,13.37,0.01,14.503367,108.576278,A37
434,Gội tẻ,Aglaia sp,102.5,32.62,0.08,14.499218,108.57611,A37
435,Gội tẻ,Aglaia sp,93,29.6,0.07,14.499593,108.576046,A37
436,Gội tẻ,Aglaia sp,67.8,21.58,0.04,14.499548,108.575892,A37
437,Gội tẻ,Aglaia sp,92.5,29.44,0.07,14.499982,108.575886,A37
438,Gội tẻ,Aglaia sp,84.6,26.93,0.06,14.499238,108.575873,A37
439,Gội tẻ,Aglaia sp,120.2,38.26,0.11,14.4996813,108.5758005,A37
440,Hoa khế,Craibiodendron scleranthum ,174.5,55.54,0.24,14.499939,108.576421,A38
441,Hoa khế,Craibiodendron scleranthum ,170,54.11,0.23,14.499609,108.576212,A38
442,Hoa khế,Craibiodendron scleranthum ,171.5,54.58,0.23,14.4998798,108.575813,A38
443,Hoắc quang,Wendlandia glabrata ,37.3,11.87,0.01,14.499474,108.576369,A39
444,Hoắc quang,Wendlandia glabrata ,32.6,10.38,0.01,14.499474,108.576369,A39
445,Hoắc quang,Wendlandia glabrata ,33,10.5,0.01,14.499467,108.57636,A39
446,Hoắc quang,Wendlandia glabrata ,39,12.41,0.01,14.499341,108.576323,A39
447,Hoắc quang,Wendlandia glabrata ,28.8,9.17,0.01,14.499499,108.5763,A39
448,Hoắc quang,Wendlandia glabrata ,37,11.78,0.01,14.499949,108.576215,A39
449,Hoắc quang,Wendlandia glabrata ,35.7,11.36,0.01,14.500099,108.576202,A39
450,Hoắc quang,Wendlandia glabrata ,38.5,12.25,0.01,14.500157,108.576078,A39
451,Hoắc quang,Wendlandia glabrata ,43,13.69,0.01,14.499449,108.576011,A39
452,Hoắc quang,Wendlandia glabrata ,56.5,17.98,0.03,14.5000624,108.5759945,A39
453,Hoắc quang,Wendlandia glabrata ,57.5,18.3,0.03,14.499979,108.5759713,A39
454,Hoắc quang,Wendlandia glabrata ,81.6,25.97,0.05,14.499982,108.575886,A39
455,Hoắc quang,Wendlandia glabrata ,50.2,15.98,0.02,14.4997185,108.5756768,A39
456,Hoắc quang,Wendlandia glabrata ,76.5,24.35,0.05,14.4997019,108.5756371,A39
457,Hồng,Diospyros kaki ,117.3,37.33,0.11,14.4998289,108.5756754,A40
458,Hồng bì rừng,Clausena excavata ,38.8,12.35,0.01,14.499431,108.5756124,A41
459,Hồng tùng,Dacrydium elatum ,34.9,11.11,0.01,14.499346,108.576379,A42
460,Hồng tùng,Dacrydium elatum ,83.9,26.7,0.06,14.499685,108.576358,A42
461,Hồng tùng,Dacrydium elatum ,101.5,32.3,0.08,14.499307,108.576339,A42
462,Hồng tùng,Dacrydium elatum ,50,15.91,0.02,14.499217,108.575825,A42
463,Hồng tùng,Dacrydium elatum ,129.5,41.22,0.13,14.499443,108.575812,A42
464,Hồng tùng,Dacrydium elatum ,145,46.15,0.17,14.499653,108.576271,A42
465,Hồng tùng,Dacrydium elatum ,67.5,21.48,0.04,14.499653,108.576271,A42
466,Hồng tùng,Dacrydium elatum ,114.5,36.44,0.1,14.49976,108.576245,A42
467,Hồng tùng,Dacrydium elatum ,59.6,18.97,0.03,14.499626,108.576217,A42
468,Hồng tùng,Dacrydium elatum ,138,43.92,0.15,14.499853,108.576214,A42
469,Hồng tùng,Dacrydium elatum ,162,51.56,0.21,14.499436,108.576136,A42
470,Hồng tùng,Dacrydium elatum ,66,21.01,0.03,14.49991,108.576129,A42
471,Hồng tùng,Dacrydium elatum ,137.3,43.7,0.15,14.499599,108.576122,A42
472,Hồng tùng,Dacrydium elatum ,93,29.6,0.07,14.499725,108.576116,A42
473,Hồng tùng,Dacrydium elatum ,66.8,21.26,0.04,14.499835,108.576072,A42
474,Hồng tùng,Dacrydium elatum ,86,27.37,0.06,14.499755,108.576068,A42
475,Hồng tùng,Dacrydium elatum ,125.5,39.94,0.13,14.499884,108.576053,A42
476,Hồng tùng,Dacrydium elatum ,203.6,64.8,0.33,14.499877,108.57592,A42
477,Hồng tùng,Dacrydium elatum ,180.3,57.38,0.26,14.499754,108.575908,A42
478,Hồng tùng,Dacrydium elatum ,170,54.11,0.23,14.499688,108.575907,A42
479,Hồng tùng,Dacrydium elatum ,82.3,26.19,0.05,14.499749,108.575876,A42
480,Hồng tùng,Dacrydium elatum ,197.3,62.79,0.31,14.4997594,108.5758703,A42
481,Hồng tùng,Dacrydium elatum ,79,25.14,0.05,14.4999983,108.5758625,A42
482,Hồng tùng,Dacrydium elatum ,212.5,67.63,0.36,14.4997081,108.5758606,A42
483,Hồng tùng,Dacrydium elatum ,176,56.02,0.25,14.4997004,108.5758524,A42
484,Hồng tùng,Dacrydium elatum ,195,62.06,0.3,14.4994985,108.5758469,A42
485,Hồng tùng,Dacrydium elatum ,188,59.83,0.28,14.4995151,108.5758423,A42
486,Hồng tùng,Dacrydium elatum ,225,71.61,0.4,14.4995613,108.5758284,A42
487,Hồng tùng,Dacrydium elatum ,100,31.83,0.08,14.4995634,108.5758277,A42
488,Hồng tùng,Dacrydium elatum ,147,46.79,0.17,14.4996583,108.5758249,A42
489,Hồng tùng,Dacrydium elatum ,163.5,52.04,0.21,14.49943,108.57582,A42
490,Hồng tùng,Dacrydium elatum ,180,57.29,0.26,14.4997738,108.5757984,A42
491,Hồng tùng,Dacrydium elatum ,135,42.97,0.15,14.4994888,108.5757937,A42
492,Hồng tùng,Dacrydium elatum ,203,64.61,0.33,14.5000328,108.5756975,A42
493,Hồng tùng,Dacrydium elatum ,161,51.24,0.21,14.4992378,108.5756882,A42
494,Hồng tùng,Dacrydium elatum ,159,50.6,0.2,14.4998543,108.5756375,A42
495,Hồng tùng,Dacrydium elatum ,205,65.25,0.33,14.4998333,108.5755495,A42
496,Hồng tùng,Dacrydium elatum ,166,52.83,0.22,14.4999056,108.5755205,A42
497,Kháo,Symplocos ferruguinea,44.5,14.16,0.02,14.499349,108.575712,A43
498,Kháo,Symplocos ferruguinea,34,10.82,0.01,14.499944,108.576015,A43
499,Kháo,Symplocos ferruguinea,73.3,23.33,0.04,14.499745,108.575983,A43
500,Kháo,Symplocos ferruguinea,62.5,19.89,0.03,14.499486,108.575946,A43
501,Kháo,Symplocos ferruguinea,67.4,21.45,0.04,14.4995047,108.575867,A43
502,Kháo,Symplocos ferruguinea,45.5,14.48,0.02,14.499967,108.5758087,A43
503,Kháo,Symplocos ferruguinea,50.5,16.07,0.02,14.4998349,108.5756409,A43
504,Kháo,Symplocos ferruguinea,106.5,33.9,0.09,14.5000571,108.5755462,A43
505,Lấu,Psychotria Sp,40.8,12.99,0.01,14.499958,108.576426,A44
506,Liên đằng,Illigera Sp,47,14.96,0.02,14.499452,108.576365,A45
507,Liên đằng,Illigera Sp,104,33.1,0.09,14.49958,108.57623,A45
508,Mạ sưa,Helicia obovatifolia ,45.5,14.48,0.02,14.500259,108.576366,A46
509,Mạ sưa,Helicia obovatifolia ,57.5,18.3,0.03,14.499742,108.576163,A46
510,Mạ sưa,Helicia obovatifolia ,50,15.91,0.02,14.5000563,108.5760912,A46
511,Mạ sưa,Helicia obovatifolia ,53.2,16.93,0.02,14.499822,108.57604,A46
512,Mạ sưa,Helicia obovatifolia ,69.5,22.12,0.04,14.5000758,108.5758935,A46
513,Mãi táp,Aidia oxyodonta ,39.4,12.54,0.01,14.49989,108.576404,A47
514,Mãi táp,Aidia oxyodonta ,57.2,18.2,0.03,14.499712,108.576356,A47
515,Mãi táp,Aidia oxyodonta ,39.2,12.48,0.01,14.499946,108.576342,A47
516,Mãi táp,Aidia oxyodonta ,57,18.14,0.03,14.499548,108.576268,A47
517,Mãi táp,Aidia oxyodonta ,38.6,12.29,0.01,14.499949,108.576215,A47
518,Mãi táp,Aidia oxyodonta ,33.8,10.76,0.01,14.499832,108.576199,A47
519,Mãi táp,Aidia oxyodonta ,32.6,10.38,0.01,14.499844,108.576181,A47
520,Mãi táp,Aidia oxyodonta ,33.2,10.57,0.01,14.499589,108.576003,A47
521,Mãi táp,Aidia oxyodonta ,56.3,17.92,0.03,14.4994567,108.5759646,A47
522,Mãi táp,Aidia oxyodonta ,36.8,11.71,0.01,14.4999954,108.5758616,A47
523,Mãi táp,Aidia oxyodonta ,48.8,15.53,0.02,14.5000421,108.5758463,A47
524,Mãi táp,Aidia oxyodonta ,48.4,15.4,0.02,14.5001416,108.5758222,A47
525,Mãi táp,Aidia oxyodonta ,33,10.5,0.01,14.4998157,108.5757914,A47
526,Mãi táp,Aidia oxyodonta ,39.5,12.57,0.01,14.4997478,108.5757708,A47
527,Mãi táp,Aidia oxyodonta ,60,19.1,0.03,14.4997478,108.5757708,A47
528,Mãi táp,Aidia oxyodonta ,36.5,11.62,0.01,14.499706,108.5757025,A47
529,Mãi táp,Aidia oxyodonta ,66.6,21.2,0.04,14.4995889,108.5756705,A47
530,Mãi táp,Aidia oxyodonta ,51,16.23,0.02,14.4995053,108.5756527,A47
531,Mãi táp,Aidia oxyodonta ,57.5,18.3,0.03,14.4997019,108.5756371,A47
532,Mãi táp,Aidia oxyodonta ,39.5,12.57,0.01,14.4997864,108.5756282,A47
533,Mãi táp,Aidia oxyodonta ,35.5,11.3,0.01,14.4997173,108.5755914,A47
534,Mãi táp,Aidia oxyodonta ,71.5,22.76,0.04,14.5001024,108.5755643,A47
535,Mãi táp,Aidia oxyodonta ,51.3,16.33,0.02,14.4997185,108.5754828,A47
536,Mật sa,Meliosma sp,37.5,11.94,0.01,14.500014,108.576421,A48
537,Mật sa,Meliosma sp,44,14,0.02,14.499456,108.576116,A48
538,Mít rừng,Artocarpus styracifolius ,87,27.69,0.06,14.499316,108.575818,A49
539,Mít rừng,Artocarpus styracifolius ,63.5,20.21,0.03,14.499894,108.576169,A49
540,Nhàu,Morinda Sp,48.5,15.44,0.02,14.4996806,108.5757783,A50
541,Nhọc,Huberantha cerasoides,30.5,9.71,0.01,14.499286,108.57617,A51
542,Nhọc,Huberantha cerasoides,37.5,11.94,0.01,14.499631,108.576089,A51
543,Nhọc,Huberantha cerasoides,35.8,11.39,0.01,14.499898,108.575932,A51
544,Nhọc,Huberantha cerasoides,45.5,14.48,0.02,14.499374,108.575925,A51
545,Nhọc,Huberantha cerasoides,61,19.41,0.03,14.4996779,108.5757772,A51
546,Quế bạc,Cinnamomum mairei ,44.2,14.07,0.02,14.499553,108.576227,A52
547,Quế bạc,Cinnamomum mairei ,97.3,30.97,0.08,14.500088,108.576176,A52
548,Quế bạc,Cinnamomum mairei ,95.3,30.33,0.07,14.49931,108.576162,A52
549,Quế bạc,Cinnamomum mairei ,124,39.47,0.12,14.5000144,108.5759082,A52
550,Quế bạc,Cinnamomum mairei ,129.5,41.22,0.13,14.499502,108.575906,A52
551,Quế bạc,Cinnamomum mairei ,54,17.19,0.02,14.499405,108.5755528,A52
552,Ràng ràng mít,Ormosia balansae,100,31.83,0.08,14.5001153,108.5759292,A53
553,Sến,Madhuca Sp,45.5,14.48,0.02,14.499682,108.576443,A55
554,Sến,Madhuca Sp,50.5,16.07,0.02,14.499606,108.576255,A55
555,Sến,Madhuca Sp,37.9,12.06,0.01,14.499371,108.5762,A55
556,Sến,Madhuca Sp,38.5,12.25,0.01,14.499855,108.575923,A55
557,Sến,Madhuca Sp,35,11.14,0.01,14.4998272,108.5759158,A55
558,Sến,Madhuca Sp,64.5,20.53,0.03,14.4999664,108.5758947,A55
559,Sến,Madhuca Sp,50,15.91,0.02,14.499852,108.575828,A55
560,Sến,Madhuca Sp,55,17.5,0.02,14.4998459,108.5758176,A55
561,Sến,Madhuca Sp,87.5,27.85,0.06,14.5001088,108.5757984,A55
562,Sến,Madhuca Sp,73.5,23.39,0.04,14.5000041,108.5757819,A55
563,Sến,Madhuca Sp,61,19.41,0.03,14.4996801,108.5757708,A55
564,Sến,Madhuca Sp,48,15.28,0.02,14.4999887,108.5757503,A55
565,Sến,Madhuca Sp,105,33.42,0.09,14.499405,108.5755528,A55
566,Sến đất,Madhuca Sp,31.5,10.03,0.01,14.499428,108.576382,A56
567,Sến mủ,Madhuca Sp,31.5,10.03,0.01,14.500014,108.576432,A57
568,Sến mủ,Madhuca Sp,40,12.73,0.01,14.49969,108.576314,A57
569,Sến mủ,Madhuca Sp,43,13.69,0.01,14.49966,108.575968,A57
570,Sồi langbiang,Quercus langbianensis,34,10.82,0.01,14.499857,108.576063,A58
571,Sồi langbiang,Quercus langbianensis,53.8,17.12,0.02,14.4999656,108.5760448,A58
572,Sồi langbiang,Quercus langbianensis,68.6,21.83,0.04,14.5000226,108.5757173,A58
573,Sòi tía,Triadica cochinchinensis ,39.8,12.67,0.01,14.499612,108.576358,A59
574,Sòi tía,Triadica cochinchinensis ,71.3,22.69,0.04,14.499538,108.576352,A59
575,Sòi tía,Triadica cochinchinensis ,51,16.23,0.02,14.499932,108.576035,A59
576,Sòi tía,Triadica cochinchinensis ,87,27.69,0.06,14.4992483,108.5756889,A59
577,Sống rắn,Albizia corniculata ,58.5,18.62,0.03,14.499329,108.576074,A60
578,Sp,Sp,33.5,10.66,0.01,14.499386,108.576392,A61
579,Sp,Sp,31,9.87,0.01,14.499604,108.57638,A61
580,Sp,Sp,41,13.05,0.01,14.499815,108.576362,A61
581,Sp,Sp,34.5,10.98,0.01,14.499273,108.576332,A61
582,Sp,Sp,37,11.78,0.01,14.499233,108.575871,A61
583,Sp,Sp,39,12.41,0.01,14.499274,108.575701,A61
584,Sp,Sp,46.8,14.89,0.02,14.499436,108.576249,A61
585,Sp,Sp,40.4,12.86,0.01,14.499932,108.576245,A61
586,Sp,Sp,55.7,17.73,0.02,14.500027,108.576239,A61
587,Sp,Sp,40.2,12.79,0.01,14.499833,108.576201,A61
588,Sp,Sp,32,10.18,0.01,14.499934,108.576194,A61
589,Sp,Sp,38,12.09,0.01,14.500117,108.576191,A61
590,Sp,Sp,40.5,12.89,0.01,14.499942,108.576178,A61
591,Sp,Sp,48,15.28,0.02,14.500104,108.576169,A61
592,Sp,Sp,44.8,14.26,0.02,14.500104,108.576168,A61
593,Sp,Sp,37.4,11.9,0.01,14.499633,108.576149,A61
594,Sp,Sp,46.5,14.8,0.02,14.499875,108.576142,A61
595,Sp,Sp,35.5,11.3,0.01,14.49983,108.57612,A61
596,Sp,Sp,49.5,15.75,0.02,14.499725,108.576116,A61
597,Sp,Sp,50.6,16.1,0.02,14.500061,108.57611,A61
598,Sp,Sp,53.5,17.03,0.02,14.500061,108.57611,A61
599,Sp,Sp,50.5,16.07,0.02,14.499243,108.576054,A61
600,Sp,Sp,40.5,12.89,0.01,14.499242,108.576051,A61
601,Sp,Sp,57.5,18.3,0.03,14.499816,108.576045,A61
602,Sp,Sp,37.8,12.03,0.01,14.5000871,108.5760199,A61
603,Sp,Sp,37.1,11.81,0.01,14.499528,108.576003,A61
604,Sp,Sp,38,12.09,0.01,14.5000048,108.5759791,A61
605,Sp,Sp,86.4,27.5,0.06,14.49937,108.575946,A61
606,Sp,Sp,55.8,17.76,0.02,14.5000139,108.5759451,A61
607,Sp,Sp,71.4,22.72,0.04,14.5001253,108.5759279,A61
608,Sp,Sp,42,13.37,0.01,14.499982,108.575898,A61
609,Sp,Sp,73.5,23.39,0.04,14.499878,108.575884,A61
610,Sp,Sp,52.5,16.71,0.02,14.4995047,108.57587,A61
611,Sp,Sp,55.5,17.66,0.02,14.4995636,108.5758284,A61
612,Sp,Sp,69.5,22.12,0.04,14.4997186,108.5757858,A61
613,Sp,Sp,48,15.28,0.02,14.4997186,108.5757858,A61
614,Sp,Sp,36.8,11.71,0.01,14.4994232,108.5757195,A61
615,Sp,Sp,170,54.11,0.23,14.5000541,108.5756745,A61
616,Sp,Sp,58,18.46,0.03,14.4993727,108.5756407,A61
617,Sp,Sp,96,30.55,0.07,14.4994259,108.575599,A61
618,Sp,Sp,182,57.92,0.26,14.4998166,108.5755733,A61
619,Sụ,Alseodaphne Sp,78,24.82,0.05,14.49942,108.575997,A62
620,Sú hương,Lasianthus Sp,43.4,13.81,0.01,14.5001193,108.5757687,A63
621,Sụ thon,Lasianthus Sp,46,14.64,0.02,14.499218,108.57611,A64
622,Súm,Eurya Sp,40.4,12.86,0.01,14.499556,108.576445,A65
623,Súm,Eurya Sp,32,10.18,0.01,14.499569,108.576417,A65
624,Súm,Eurya Sp,42,13.37,0.01,14.499928,108.576379,A65
625,Súm,Eurya Sp,32,10.18,0.01,14.499371,108.5762,A65
626,Súm,Eurya Sp,37.5,11.94,0.01,14.499429,108.576175,A65
627,Súm,Eurya Sp,46.6,14.83,0.02,14.499751,108.576174,A65
628,Súm,Eurya Sp,33,10.5,0.01,14.49957,108.576166,A65
629,Súm,Eurya Sp,42.3,13.46,0.01,14.5001669,108.576048,A65
630,Súm,Eurya Sp,45.7,14.54,0.02,14.4999817,108.575959,A65
631,Súm,Eurya Sp,43,13.69,0.01,14.4999608,108.5758943,A65
632,Súm,Eurya Sp,45,14.32,0.02,14.499497,108.5758462,A65
633,Súm,Eurya Sp,71.8,22.85,0.04,14.5001107,108.5758017,A65
