sname,Species,Nomenclature,C(cm),DBH(cm),S(m2),Latitude,Longitude,Code,Codechar,Codenum,ref_lat,ref_long,distance,d2x,d2y
S0160,Còng tía,Calophyllum saigonense,37.6,11.97,0.011248886,14.499881,108.576143,A20,A,20,14.4991,108.5754,117.82212777460533,80.09271166614081,86.41302755545517
S0161,Còng tía,Calophyllum saigonense,45.6,14.51,0.016544876,14.49938,108.576135,A20,A,20,14.4991,108.5754,85.07209694679347,79.23051864910319,30.980422745965527
S0162,Còng tía,Calophyllum saigonense,49.5,15.75,0.019495942,14.499905,108.576114,A20,A,20,14.4991,108.5754,117.71597783258892,76.96660830929947,89.06847165212524
S0163,Còng tía,Calophyllum saigonense,54.2,17.25,0.023373966,14.499407,108.576093,A20,A,20,14.4991,108.5754,82.06312775675758,74.70305139517083,33.96779429801677
S0164,Còng tía,Calophyllum saigonense,43.6,13.88,0.015125398,14.499635,108.576087,A20,A,20,14.4991,108.5754,94.80675834546615,74.05619599773902,59.19460501025476
S0165,Còng tía,Calophyllum saigonense,65.7,20.91,0.034345083,14.5000666,108.576072,A20,A,20,14.4991,108.5754,129.17201453395003,72.43910825535463,106.94851534232728
S0166,Còng tía,Calophyllum saigonense,45.0,14.32,0.016112349,14.499227,108.576069,A20,A,20,14.4991,108.5754,73.47225016916073,72.11599095381185,14.051882210916322
S0167,Còng tía,Calophyllum saigonense,63.0,20.05,0.031580204,14.500094,108.5760666,A20,A,20,14.4991,108.5754,131.37375429232807,71.85699944843064,109.98015706084998
S0168,Còng tía,Calophyllum saigonense,88.5,28.17,0.062318985,14.499365,108.576017,A20,A,20,14.4991,108.5754,72.68668701611749,66.51052149057533,29.32072646492138
S0169,Còng tía,Calophyllum saigonense,74.0,23.55,0.043570974,14.49993,108.576015,A20,A,20,14.4991,108.5754,113.2633114486101,66.29476022717485,91.83453863730273
S0170,Còng tía,Calophyllum saigonense,47.5,15.12,0.017952339,14.5001643,108.5760045,A20,A,20,14.4991,108.5754,134.58542499485097,65.16282998656825,117.75840610838046
S0171,Còng tía,Calophyllum saigonense,40.0,12.73,0.012730745,14.499416,108.576001,A20,A,20,14.4991,108.5754,73.61824097822834,64.78576057184642,34.96356148700942
S0172,Còng tía,Calophyllum saigonense,42.5,13.53,0.014371817,14.499606,108.575996,A20,A,20,14.4991,108.5754,85.21773776476596,64.24672278919104,55.985903945486655
S0173,Còng tía,Calophyllum saigonense,42.8,13.62,0.01457543,14.499429,108.575996,A20,A,20,14.4991,108.5754,73.84272828532904,64.24677379297451,36.401930962729125
S0174,Còng tía,Calophyllum saigonense,46.4,14.77,0.01713049,14.499739,108.575991,A20,A,20,14.4991,108.5754,95.17026619721237,63.70770221070568,70.70154345613899
S0175,Còng tía,Calophyllum saigonense,44.4,14.13,0.015685551,14.499739,108.575991,A20,A,20,14.4991,108.5754,95.17026619721237,63.70770221070568,70.70154345613899
S0176,Còng tía,Calophyllum saigonense,63.0,20.05,0.031580204,14.499528,108.575987,A20,A,20,14.4991,108.5754,79.03470856810053,63.2765762920801,47.35567601879576
S0177,Còng tía,Calophyllum saigonense,66.4,21.13,0.03508084,14.499424,108.575983,A20,A,20,14.4991,108.5754,72.35106487600221,62.84541939641443,35.84870778117753
S0178,Còng tía,Calophyllum saigonense,51.8,16.49,0.021349777,14.499364,108.575972,A20,A,20,14.4991,108.5754,68.2286120724162,61.65967336011235,29.210069949462774
S0179,Còng tía,Calophyllum saigonense,47.5,15.12,0.017952339,14.49966,108.575958,A20,A,20,14.4991,108.5754,86.35507819679471,60.15044065931644,61.96066509378817
S0180,Còng tía,Calophyllum saigonense,76.7,24.41,0.046808482,14.499345,108.575958,A20,A,20,14.4991,108.5754,65.97666468893918,60.1505256422871,27.107831865224405
S0181,Còng tía,Calophyllum saigonense,69.0,21.96,0.037881922,14.499477,108.575924,A20,A,20,14.4991,108.5754,70.21794983161247,56.485406408684106,41.712819868724225
S0182,Còng tía,Calophyllum saigonense,53.5,17.03,0.022774109,14.499855,108.575923,A20,A,20,14.4991,108.5754,100.78057440644152,56.37751424823068,83.53622007777729
S0183,Còng tía,Calophyllum saigonense,48.8,15.53,0.01894844,14.499766,108.57592,A20,A,20,14.4991,108.5754,92.58576023151211,56.05414744072522,73.6889106469928
S0184,Còng tía,Calophyllum saigonense,57.0,18.14,0.025851369,14.499355,108.575914,A20,A,20,14.4991,108.5754,62.177425959324935,55.40747095557539,28.21425989166477
S0185,Còng tía,Calophyllum saigonense,67.0,21.32,0.035717696,14.499352,108.575911,A20,A,20,14.4991,108.5754,61.738806672284966,55.08408178952315,27.882327426577984
S0186,Còng tía,Calophyllum saigonense,63.0,20.05,0.031580204,14.499794,108.575905,A20,A,20,14.4991,108.5754,94.12566996446526,54.437194044639305,76.78693671976845
S0187,Còng tía,Calophyllum saigonense,53.7,17.09,0.022944701,14.499693,108.575902,A20,A,20,14.4991,108.5754,85.04838616509706,54.11382928613749,65.61190036325911
S0188,Còng tía,Calophyllum saigonense,71.4,22.72,0.040563017,14.499957,108.575898,A20,A,20,14.4991,108.5754,108.96334667208392,53.68257982891602,94.82189378457277
S0189,Còng tía,Calophyllum saigonense,90.4,28.77,0.065023552,14.500015,108.5758952,A20,A,20,14.4991,108.5754,114.45036830225827,53.380736176904115,101.23924046403313
S0190,Còng tía,Calophyllum saigonense,43.5,13.84,0.015056095,14.5000758,108.5758935,A20,A,20,14.4991,108.5754,120.36075794367277,53.19746793097803,107.96639041159035
S0191,Còng tía,Calophyllum saigonense,59.0,18.78,0.027697327,14.499922,108.575884,A20,A,20,14.4991,108.5754,104.85157431645347,52.17343918941345,90.94935337751083
S0192,Còng tía,Calophyllum saigonense,44.0,14.0,0.015404201,14.49929,108.575883,A20,A,20,14.4991,108.5754,56.14969064666504,52.065790416310406,21.022398246656426
S0193,Còng tía,Calophyllum saigonense,53.5,17.03,0.022774109,14.49929,108.575883,A20,A,20,14.4991,108.5754,56.14969064666504,52.065790416310406,21.022398246656426
S0194,Còng tía,Calophyllum saigonense,41.0,13.05,0.013375239,14.49976,108.575879,A20,A,20,14.4991,108.5754,89.435882980611,51.63449489758492,73.02503749531951
S0195,Còng tía,Calophyllum saigonense,75.5,24.03,0.045355267,14.4997553,108.5758645,A20,A,20,14.4991,108.5754,88.1142782225997,50.071447568694516,72.50500786197587
S0196,Còng tía,Calophyllum saigonense,55.4,17.63,0.024420433,14.499376,108.5758564,A20,A,20,14.4991,108.5754,57.9054050419497,49.19838008273181,30.537768915022447
S0197,Còng tía,Calophyllum saigonense,44.5,14.16,0.015756286,14.4993888,108.5758532,A20,A,20,14.4991,108.5754,58.37564741098507,48.85342807440964,31.95401032781537
S0198,Còng tía,Calophyllum saigonense,50.0,15.91,0.019891789,14.499352,108.5758489,A20,A,20,14.4991,108.5754,55.84806932497728,48.389910596267875,27.88231338703212
S0199,Còng tía,Calophyllum saigonense,55.7,17.73,0.02468563,14.5000061,108.5758439,A20,A,20,14.4991,108.5754,111.08853331684202,47.85078702426319,100.2544982314795
S0200,Còng tía,Calophyllum saigonense,68.2,21.71,0.037008593,14.4999738,108.5758327,A20,A,20,14.4991,108.5754,107.34417074093142,46.64347498433753,96.68069731566749
S0201,Còng tía,Calophyllum saigonense,43.0,13.69,0.014711967,14.4996898,108.5758309,A20,A,20,14.4991,108.5754,80.10080985734862,46.44950074535815,65.2578242076005
S0202,Còng tía,Calophyllum saigonense,96.4,30.68,0.073941439,14.4995613,108.5758284,A20,A,20,14.4991,108.5754,68.83084741475004,46.18003617567112,51.040080472568896
S0203,Còng tía,Calophyllum saigonense,90.5,28.8,0.065167489,14.49943,108.57582,A20,A,20,14.4991,108.5754,58.16314909214336,45.27457193181296,36.51253276213513
S0204,Còng tía,Calophyllum saigonense,54.5,17.35,0.023633434,14.4996958,108.5758176,A20,A,20,14.4991,108.5754,79.82538060054264,45.015806425967504,65.92168505007524
S0205,Còng tía,Calophyllum saigonense,51.6,16.42,0.021185232,14.4997657,108.5758048,A20,A,20,14.4991,108.5754,85.61110520163798,43.63599791291785,73.65569238008528
S0206,Còng tía,Calophyllum saigonense,61.0,19.41,0.029606938,14.4997657,108.5758046,A20,A,20,14.4991,108.5754,85.60011840507943,43.6144386251669,73.65569234197156
S0207,Còng tía,Calophyllum saigonense,44.5,14.16,0.015756286,14.499418,108.5757971,A20,A,20,14.4991,108.5754,55.41052817468355,42.80603210032014,35.18480138388962
S0208,Còng tía,Calophyllum saigonense,51.8,16.49,0.021349777,14.4996614,108.575784,A20,A,20,14.4991,108.5754,74.64442207644522,41.393851376383346,62.11552797293435
S0209,Còng tía,Calophyllum saigonense,75.0,23.87,0.044756525,14.4998867,108.5757819,A20,A,20,14.4991,108.5754,96.28783188614568,41.1674371506082,87.04360222202075
S0210,Còng tía,Calophyllum saigonense,66.5,21.16,0.035186585,14.4996815,108.5757771,A20,A,20,14.4991,108.5754,76.10515129407852,40.65005194475306,64.33946945991597
S0211,Còng tía,Calophyllum saigonense,56.0,17.82,0.02495226,14.4996519,108.5757589,A20,A,20,14.4991,108.5754,72.28855747114105,38.68816117718348,61.06440637545521
S0212,Còng tía,Calophyllum saigonense,71.0,22.6,0.040109803,14.500013,108.5757337,A20,A,20,14.4991,108.5754,107.23142562229387,35.97163130411841,101.01792109477462
S0213,Còng tía,Calophyllum saigonense,52.8,16.8,0.02218205,14.499975,108.5757252,A20,A,20,14.4991,108.5754,102.96466931747331,35.05536857580806,96.81345083029981
S0214,Còng tía,Calophyllum saigonense,53.5,17.03,0.022774109,14.5000226,108.5757173,A20,A,20,14.4991,108.5754,107.65799903465665,34.2037702160935,102.0801002113086
S0215,Còng tía,Calophyllum saigonense,72.0,22.92,0.041247613,14.4993785,108.5756979,A20,A,20,14.4991,108.5754,44.50555257356511,32.112614508682185,30.814350541511377
S0216,Còng tía,Calophyllum saigonense,81.6,25.97,0.052980267,14.5000132,108.5756936,A20,A,20,14.4991,108.5754,105.88082742079357,31.6489989247327,101.04004395473181
S0217,Còng tía,Calophyllum saigonense,92.5,29.44,0.068079647,14.4999906,108.5756907,A20,A,20,14.4991,108.5754,103.40213147259877,31.336392779648985,98.53949097004796
S0218,Còng tía,Calophyllum saigonense,87.7,27.91,0.061197406,14.4994921,108.5756901,A20,A,20,14.4991,108.5754,53.47945812670494,31.27178490352634,43.383498135507345
S0219,Còng tía,Calophyllum saigonense,61.8,19.67,0.030388606,14.4999386,108.5756893,A20,A,20,14.4991,108.5754,97.88655462613414,31.185485192600655,92.78600697237287
S0220,Còng tía,Calophyllum saigonense,45.7,14.54,0.016617521,14.4999386,108.5756893,A20,A,20,14.4991,108.5754,97.88655462613414,31.185485192600655,92.78600697237287
S0221,Còng tía,Calophyllum saigonense,57.0,18.14,0.025851369,14.4998376,108.5756747,A20,A,20,14.4991,108.5754,86.81705714436353,29.611671839682003,81.61096925087134
S0222,Còng tía,Calophyllum saigonense,61.0,19.41,0.029606938,14.4999771,108.5756499,A20,A,20,14.4991,108.5754,100.71523293529937,26.93830419673977,97.04579286200676
S0223,Còng tía,Calophyllum saigonense,86.5,27.53,0.059534134,14.4996669,108.5756498,A20,A,20,14.4991,108.5754,68.25979768579471,26.927562027382443,62.724049481575214
S0224,Còng tía,Calophyllum saigonense,75.0,23.87,0.044756525,14.499847,108.5756481,A20,A,20,14.4991,108.5754,86.8702927635783,26.74428639874631,82.65101880710024
S0225,Còng tía,Calophyllum saigonense,68.0,21.64,0.036791852,14.499943,108.5756478,A20,A,20,14.4991,108.5754,97.02241630949973,26.711935977771407,93.27283496738652
S0226,Còng tía,Calophyllum saigonense,74.8,23.81,0.044518141,14.4999863,108.5756462,A20,A,20,14.4991,108.5754,101.59151170987744,26.539456660092334,98.06371648925634
S0227,Còng tía,Calophyllum saigonense,80.0,25.46,0.050922979,14.4998395,108.5756456,A20,A,20,14.4991,108.5754,85.99780130546245,26.474796294340557,81.82118912938732
S0228,Còng tía,Calophyllum saigonense,60.8,19.35,0.029413113,14.4997019,108.5756371,A20,A,20,14.4991,108.5754,71.33263103804215,25.558542651893156,66.5965851100551
S0229,Còng tía,Calophyllum saigonense,48.5,15.44,0.018716184,14.4994314,108.575623,A20,A,20,14.4991,108.5754,43.84466714055353,24.038641612445726,36.667404409016015
S0230,Còng tía,Calophyllum saigonense,67.7,21.55,0.036467934,14.4997121,108.5755998,A20,A,20,14.4991,108.5754,71.0673609848428,21.537733397179757,67.72514922436099
S0231,Còng tía,Calophyllum saigonense,145.5,46.31,0.168445656,14.5000483,108.5755948,A20,A,20,14.4991,108.5754,107.00427667561853,20.998719414821956,104.92363418129348
S0232,Còng tía,Calophyllum saigonense,59.5,18.94,0.028168762,14.5001336,108.57558,A20,A,20,14.4991,108.5754,115.9959280899754,19.40332673770911,114.36155929753863
S0233,Còng tía,Calophyllum saigonense,53.0,16.87,0.022350414,14.4992555,108.5755647,A20,A,20,14.4991,108.5754,24.722969480997996,17.754113888990226,17.205134697965104
S0234,Còng tía,Calophyllum saigonense,76.0,24.19,0.045957989,14.4997533,108.5755613,A20,A,20,14.4991,108.5754,74.3455256464048,17.387566341143742,72.28367533802192
S0235,Còng tía,Calophyllum saigonense,90.5,28.8,0.065167489,14.4996565,108.5755587,A20,A,20,14.4991,108.5754,63.90568445734745,17.1073030152751,61.573343985085124
S0236,Còng tía,Calophyllum saigonense,81.0,25.78,0.05220401,14.4998983,108.5755556,A20,A,20,14.4991,108.5754,89.90552786647277,16.773115704242937,88.32704303055317
S0237,Còng tía,Calophyllum saigonense,76.0,24.19,0.045957989,14.4997781,108.5755552,A20,A,20,14.4991,108.5754,76.87028344085422,16.730006173844004,75.02764403671762
S0238,Còng tía,Calophyllum saigonense,58.8,18.71,0.027509866,14.4998333,108.5755495,A20,A,20,14.4991,108.5754,82.72019142916649,16.115562523910892,81.13518789413055
S0239,Còng tía,Calophyllum saigonense,89.0,28.33,0.063025143,14.4996052,108.5755352,A20,A,20,14.4991,108.5754,57.76602176144082,14.574088846209982,55.8973094562344
S0240,Còng tía,Calophyllum saigonense,73.0,23.23,0.042401337,14.4996199,108.5755164,A20,A,20,14.4991,108.5754,58.87635060487685,12.54751353374729,57.52377390843556
S0241,Còng tía,Calophyllum saigonense,35.0,11.14,0.009746976,14.4993533,108.5754748,A20,A,20,14.4991,108.5754,29.162947929080286,8.063188441108629,28.026104332879022
S0242,Đa hương,Polyosma Sp,41.4,13.18,0.013637492,14.499278,108.576399,A21,A,21,14.4991,108.5754,109.47502604151022,107.68887665518896,19.694851396566513
S0243,Đa hương,Polyosma Sp,35.4,11.27,0.009971038,14.499314,108.576393,A21,A,21,14.4991,108.5754,109.6296302384083,107.0420793310175,23.678029451419327
S0244,Đa hương,Polyosma Sp,45.5,14.48,0.01647239,14.499397,108.576386,A21,A,21,14.4991,108.5754,111.25152181228628,106.28746317373475,32.8614710206587
S0245,Đa hương,Polyosma Sp,70.2,22.34,0.039211012,14.499309,108.575835,A21,A,21,14.4991,108.5754,52.28350862751708,46.89154637766224,23.124622217783458
S0246,Đa hương,Polyosma Sp,52.5,16.71,0.021930697,14.499198,108.575825,A21,A,21,14.4991,108.5754,47.07929477073059,45.8136026023822,10.843145885781475
S0247,Đa hương,Polyosma Sp,86.4,27.5,0.059396563,14.499343,108.575768,A21,A,21,14.4991,108.5754,47.92208897734407,39.66916421959126,26.886502600218986
S0248,Đa hương,Polyosma Sp,82.8,26.35,0.054549968,14.49921,108.575756,A21,A,21,14.4991,108.5754,40.25939164438553,38.37562740876552,12.170860140500517
S0249,Đa hương,Polyosma Sp,40.0,12.73,0.012730745,14.499597,108.576255,A21,A,21,14.4991,108.5754,107.32426444045113,92.16602382777647,54.99019721242708
S0250,Đa hương,Polyosma Sp,31.5,10.03,0.007895051,14.499919,108.57623,A21,A,21,14.4991,108.5754,127.34438763311813,89.47098163133477,90.6175286993593
S0251,Đa hương,Polyosma Sp,70.0,22.28,0.038987906,14.499396,108.576207,A21,A,21,14.4991,108.5754,92.95266029308269,86.99186933622592,32.75075151733509
S0252,Đa hương,Polyosma Sp,51.2,16.3,0.020858052,14.499424,108.576147,A21,A,21,14.4991,108.5754,88.143395292196,80.52406224737926,35.848759153093575
S0253,Đa hương,Polyosma Sp,63.9,20.34,0.03248894,14.49938,108.576135,A21,A,21,14.4991,108.5754,85.07209694679347,79.23051864910319,30.980422745965527
S0254,Đa hương,Polyosma Sp,68.0,21.64,0.036791852,14.499363,108.576112,A21,A,21,14.4991,108.5754,82.0824347290372,76.75120214967393,29.09946837360676
S0255,Đa hương,Polyosma Sp,45.0,14.32,0.016112349,14.499464,108.576081,A21,A,21,14.4991,108.5754,83.73162842722547,73.40947329620617,40.27449353435181
S0256,Đa hương,Polyosma Sp,44.6,14.19,0.01582718,14.499228,108.576055,A21,A,21,14.4991,108.5754,72.01321013948363,70.6068368647671,14.162521757991911
S0257,Đa hương,Polyosma Sp,85.6,27.24,0.058301719,14.499517,108.576044,A21,A,21,14.4991,108.5754,83.35492903264712,69.42098320742868,46.138609477871604
S0258,Đa hương,Polyosma Sp,81.5,25.94,0.052850493,14.499369,108.576014,A21,A,21,14.4991,108.5754,72.57127760466496,66.18713040979331,29.763301249867393
S0259,Đa hương,Polyosma Sp,125.0,39.78,0.124323679,14.499546,108.57595,A21,A,21,14.4991,108.5754,77.13773670207972,59.288099065813476,49.34725658718694
S0260,Đa hương,Polyosma Sp,99.0,31.51,0.077983768,14.499334,108.575915,A21,A,21,14.4991,108.5754,61.25582280801102,55.515272820148844,25.89073794990954
S0261,Đa hương,Polyosma Sp,74.4,23.68,0.044043285,14.499688,108.575907,A21,A,21,14.4991,108.5754,84.96800606445424,54.65281287557809,65.05868196756047
S0262,Đa hương,Polyosma Sp,74.0,23.55,0.043570974,14.4994866,108.5758412,A21,A,21,14.4991,108.5754,63.96591482398341,47.55984777551567,42.774982628154014
S0263,Đa hương,Polyosma Sp,78.0,24.82,0.048408657,14.5000233,108.5758191,A21,A,21,14.4991,108.5754,111.70125083051248,45.177434771392086,102.15756861132552
S0264,Đa hương,Polyosma Sp,112.6,35.84,0.100881286,14.499494,108.5757929,A21,A,21,14.4991,108.5754,60.78004314468467,42.35327191903078,43.59373811021909
S0265,Đa hương,Polyosma Sp,86.4,27.5,0.059396563,14.4997186,108.5757858,A21,A,21,14.4991,108.5754,80.08858694031056,41.587874385901685,68.44436033858558
S0266,Đa hương,Polyosma Sp,42.5,13.53,0.014371817,14.4995382,108.5757843,A21,A,21,14.4991,108.5754,63.77184768117691,41.426213213459356,48.48419758503006
S0267,Đa hương,Polyosma Sp,93.5,29.76,0.069559596,14.4994353,108.5757812,A21,A,21,14.4991,108.5754,55.36143826195697,41.09206288128525,37.09893818686691
S0268,Đa hương,Polyosma Sp,105.0,33.42,0.087722788,14.4992829,108.5756876,A21,A,21,14.4991,108.5754,37.022583844835395,31.002322566841325,20.236791000783402
S0269,Đa hương,Polyosma Sp,78.5,24.98,0.04903127,14.5000947,108.575683,A21,A,21,14.4991,108.5754,114.2072473476618,30.506346804186133,110.05752201186762
S0270,Đa hương,Polyosma Sp,92.5,29.44,0.068079647,14.4994358,108.5756781,A21,A,21,14.4991,108.5754,47.7402592075845,29.97823363609121,37.15424413532438
S0271,Đa hương,Polyosma Sp,67.5,21.48,0.036252785,14.4994358,108.5756781,A21,A,21,14.4991,108.5754,47.7402592075845,29.97823363609121,37.15424413532438
S0272,Đa hương,Polyosma Sp,105.0,33.42,0.087722788,14.5000366,108.5756674,A21,A,21,14.4991,108.5754,107.56327099309839,28.82473237211139,103.62910821970279
S0273,Đa hương,Polyosma Sp,105.0,33.42,0.087722788,14.499943,108.5756478,A21,A,21,14.4991,108.5754,97.02241630949973,26.711935977771407,93.27283496738652
S0274,Đa hương,Polyosma Sp,92.5,29.44,0.068079647,14.4997121,108.5755998,A21,A,21,14.4991,108.5754,71.0673609848428,21.537733397179757,67.72514922436099
S0275,Đa hương,Polyosma Sp,98.0,31.19,0.076416295,14.5001024,108.5755643,A21,A,21,14.4991,108.5754,112.31467843889097,17.71092793893323,110.90946769493303
S0276,Đa hương,Polyosma Sp,115.0,36.6,0.105227562,14.499508,108.5755324,A21,A,21,14.4991,108.5754,47.34514520718471,14.272264825577512,45.14272069157981
S0277,Dâu da đất,Baccaurea ramiflora ,38.5,12.25,0.011793842,14.4999,108.576561,A22,A,22,14.4991,108.5754,153.29026361180965,125.15158858675716,88.51544945595184
S0278,Dâu da đất,Baccaurea ramiflora ,39.5,12.57,0.012414465,14.499214,108.575767,A22,A,22,14.4991,108.5754,41.523516534487136,39.561390467419365,12.613437662834297
S0279,Dâu da đất,Baccaurea ramiflora ,40.5,12.89,0.013051003,14.499322,108.575766,A22,A,22,14.4991,108.5754,46.47498835894996,39.453574652884896,24.5629800731461
S0280,Dâu da đất,Baccaurea ramiflora ,64.4,20.5,0.032999363,14.499978,108.576256,A22,A,22,14.4991,108.5754,133.98389033759318,92.27366266191059,97.14553025719775
S0281,Dâu da đất,Baccaurea ramiflora ,49.0,15.6,0.019104074,14.49971,108.57617,A22,A,22,14.4991,108.5754,106.98055582959611,83.003277636784,67.49292723804683
S0282,Dâu da đất,Baccaurea ramiflora ,57.0,18.14,0.025851369,14.499964,108.576166,A22,A,22,14.4991,108.5754,126.3203150160744,82.57199770758893,95.59648100394803
S0283,Dâu da đất,Baccaurea ramiflora ,48.3,15.37,0.018562142,14.499755,108.576068,A22,A,22,14.4991,108.5754,102.16323836125046,72.00802372749791,72.47186896525973
S0284,Dâu da đất,Baccaurea ramiflora ,33.3,10.6,0.008823122,14.4999665,108.5760457,A22,A,22,14.4991,108.5754,118.47519653116646,69.60409702513385,95.8730508037283
S0285,Dâu da đất,Baccaurea ramiflora ,36.5,11.62,0.010600334,14.5000543,108.5760021,A22,A,22,14.4991,108.5754,123.94064964451066,64.90415102202206,105.58757414778451
S0286,Dâu da đất,Baccaurea ramiflora ,32.0,10.18,0.008147677,14.499618,108.575881,A22,A,22,14.4991,108.5754,77.28702332596937,51.8501208011394,57.31360176691206
S0287,Dâu da đất,Baccaurea ramiflora ,57.5,18.3,0.026306891,14.4995164,108.5758142,A22,A,22,14.4991,108.5754,64.15767705112651,44.649334350604946,46.072165855802076
S0288,Dâu da đất,Baccaurea ramiflora ,53.0,16.87,0.022350414,14.4994948,108.5757833,A22,A,22,14.4991,108.5754,60.12779153977709,41.31842470944779,43.68225148708093
S0289,Dâu da đất,Baccaurea ramiflora ,64.5,20.53,0.033101926,14.499706,108.5757025,A22,A,22,14.4991,108.5754,74.55899400949602,32.60843108539992,67.0502334810013
S0290,Dâu da đất,Baccaurea ramiflora ,50.4,16.04,0.02021133,14.4994358,108.5756781,A22,A,22,14.4991,108.5754,47.7402592075845,29.97823363609121,37.15424413532438
S0291,Dâu da đất,Baccaurea ramiflora ,58.5,18.62,0.02722987,14.4995119,108.5756635,A22,A,22,14.4991,108.5754,53.70122261326041,28.40439362419925,45.574244184632406
S0292,Dâu da đất,Baccaurea ramiflora ,42.4,13.49,0.014304265,14.4993026,108.575651,A22,A,22,14.4991,108.5754,35.13655341379734,27.056962019779043,22.41647144536507
S0293,Dâu da đất,Baccaurea ramiflora ,95.0,30.24,0.071809357,14.4992602,108.5755876,A22,A,22,14.4991,108.5754,26.89121195810593,20.222657531463074,17.725162987711542
S0294,Dâu da đất,Baccaurea ramiflora ,64.5,20.53,0.033101926,14.4992151,108.5755661,A22,A,22,14.4991,108.5754,21.972107064122525,17.905032491583544,12.735120741971809
S0295,Dâu da đất,Baccaurea ramiflora ,32.9,10.47,0.008612428,14.499382,108.576388,A22,A,22,14.4991,108.5754,110.9795282882968,106.50306356887846,31.201813241161265
S0296,Dẻ gai lá to,Castanopsis Sp 1,129.5,41.22,0.133436108,14.499876,108.576144,A24,A,24,14.4991,108.5754,117.49054627145435,80.20050984645265,85.85980831293423
S0297,Dẻ mũi mác,Castanopsis Sp 2,32.5,10.34,0.008404281,14.4998756,108.5758375,A25,A,25,14.4991,108.5754,97.9206123059301,47.16091817367581,85.81546545573312
S0298,Dẻ mũi mác,Castanopsis Sp 2,98.6,31.38,0.07735487,14.4999056,108.5755205,A25,A,25,14.4991,108.5754,90.07623579129354,12.989462571257668,89.13474135508898
S0299,Dẻ the,Lithocarpus magneinii ,67.2,21.39,0.035931254,14.499978,108.576035,A26,A,26,14.4991,108.5754,118.83910786099646,68.45067265282174,97.14545265000207
S0300,Dẻ the,Lithocarpus magneinii ,128.5,40.9,0.131383275,14.4998455,108.5758788,A26,A,26,14.4991,108.5754,97.30202234083102,51.61291581672909,82.48509242590939
S0301,Dung,Syplocos racemosa ,46.0,14.64,0.01683641,14.499655,108.576435,A27,A,27,14.4991,108.5754,127.35234694927969,111.5693682415307,61.40762447510431
S0302,Dung,Syplocos racemosa ,35.0,11.14,0.009746976,14.499904,108.576424,A27,A,27,14.4991,108.5754,141.76752496526709,110.38348356106484,88.95795462858707
S0303,Dung,Syplocos racemosa ,35.4,11.27,0.009971038,14.499652,108.576402,A27,A,27,14.4991,108.5754,124.08403974656072,108.01208548959686,61.07567689362175
S0304,Dung,Syplocos racemosa ,33.0,10.5,0.008664863,14.499588,108.576309,A27,A,27,14.4991,108.5754,111.87876401810743,97.98703981358392,53.994424404659526
S0305,Dung,Syplocos racemosa ,33.6,10.69,0.008982813,14.499401,108.57628,A27,A,27,14.4991,108.5754,100.53740386052161,94.86102019736919,33.30400009200005
S0306,Dung,Syplocos racemosa ,33.0,10.5,0.008664863,14.499313,108.575855,A27,A,27,14.4991,108.5754,54.415697886701665,49.04747866518574,23.567202063141412
S0307,Dung,Syplocos racemosa ,42.6,13.56,0.014439529,14.499349,108.575724,A27,A,27,14.4991,108.5754,44.484328793347565,34.92611103600581,27.55035891046149
S0308,Dung,Syplocos racemosa ,36.5,11.62,0.010600334,14.50004,108.576257,A27,A,27,14.4991,108.5754,139.1095381935918,92.38143330663974,104.00545368703146
S0309,Dung,Syplocos racemosa ,50.0,15.91,0.019891789,14.499326,108.576177,A27,A,27,14.4991,108.5754,87.4110143873475,83.75799714506306,25.005666367299277
S0310,Dung,Syplocos racemosa ,52.5,16.71,0.021930697,14.499286,108.57617,A27,A,27,14.4991,108.5754,85.51668191917597,83.0034354854416,20.579907290356115
S0311,Dung,Syplocos racemosa ,42.0,13.37,0.014035646,14.499708,108.57612,A27,A,27,14.4991,108.5754,102.70988034976475,77.61345510962053,67.27162185803095
S0312,Dung,Syplocos racemosa ,37.0,11.78,0.010892743,14.49923,108.576055,A27,A,27,14.4991,108.5754,72.05705586993892,70.60683623088312,14.383809582608876
S0313,Dung,Syplocos racemosa ,34.5,10.98,0.009470481,14.499593,108.576046,A27,A,27,14.4991,108.5754,88.45724623939147,69.63655258630097,54.547547663957126
S0314,Dung,Syplocos racemosa ,73.0,23.23,0.042401337,14.5000637,108.5760009,A27,A,27,14.4991,108.5754,124.76066904468505,64.77479273348682,106.62762665843807
S0315,Dung,Syplocos racemosa ,42.5,13.53,0.014371817,14.4999802,108.5759675,A27,A,27,14.4991,108.5754,115.00825070032792,61.17441944465254,97.38885015626376
S0316,Dung,Syplocos racemosa ,40.5,12.89,0.013051003,14.5001236,108.5759468,A27,A,27,14.4991,108.5754,127.67542204109121,58.94299742150142,113.25518287628005
S0317,Dung,Syplocos racemosa ,56.5,17.98,0.025399825,14.49949,108.575944,A27,A,27,14.4991,108.5754,72.80681159049904,58.64133453200889,43.15119579199917
S0318,Dung,Syplocos racemosa ,52.0,16.55,0.021514959,14.499627,108.57593,A27,A,27,14.4991,108.5754,81.63375166516667,57.13214743378625,58.309408679339334
S0319,Dung,Syplocos racemosa ,37.6,11.97,0.011248886,14.499547,108.575928,A27,A,27,14.4991,108.5754,75.40278417952412,56.91657484780128,49.45789491697486
