sname,Species,Nomenclature,C(cm),DBH(cm),S(m2),Latitude,Longitude,Code,Codechar,Codenum,ref_lat,ref_long,distance,d2x,d2y
S0320,Dung,Syplocos racemosa ,22.4,7.13,0.003992362,14.499352,108.575911,A27,A,27,14.4991,108.5754,61.738806672284966,55.08408178952315,27.882327426577984
S0321,Dung,Syplocos racemosa ,61.5,19.57,0.030094287,14.4997186,108.5757858,A27,A,27,14.4991,108.5754,80.08858694031056,41.587874385901685,68.44436033858558
S0322,Dung,Syplocos racemosa ,38.0,12.09,0.011489497,14.4995889,108.5756705,A27,A,27,14.4991,108.5754,61.45231475700509,29.15895947498459,54.093826554702446
S0323,Dung,Syplocos racemosa ,80.5,25.62,0.051561505,14.4999785,108.5755766,A27,A,27,14.4991,108.5754,99.04733489453581,19.03683269845849,97.20068698585021
S0324,Dung lá lớn,Sp 2,34.0,10.82,0.009197963,14.499655,108.576361,A28,A,28,14.4991,108.5754,120.42542584690521,103.59242790436706,61.40758968797734
S0325,Găng,Sp 3,36.0,11.46,0.010311903,14.499993,108.576363,A29,A,29,14.4991,108.5754,143.31275926553036,103.80786351017683,98.80523489042652
S0327,Bùi,Ilex Sp,33.0,10.5,0.008664863,14.499502,108.576154,A3,A,3,14.4991,108.5754,92.65307728629058,81.27861003197528,44.47898697013482
S0328,Bùi,Ilex Sp,112.0,35.65,0.099809039,14.5000969,108.576022,A3,A,3,14.4991,108.5754,129.08105810602964,67.04928454066936,110.30101089453605
S0329,Bùi,Ilex Sp,85.8,27.31,0.058574475,14.49966,108.575958,A3,A,3,14.4991,108.5754,86.35507819679471,60.15044065931644,61.96066509378817
S0330,Găng gai,Canthium horrium,30.9,9.83,0.007597151,14.499505,108.576384,A30,A,30,14.4991,108.5754,115.14884961116755,106.07181856189462,44.81101286232869
S0331,Găng gai,Canthium horrium,32.0,10.18,0.008147677,14.499675,108.576365,A30,A,30,14.4991,108.5754,121.93635422757832,104.02360453548889,63.62046983289004
S0332,Găng gai,Canthium horrium,36.6,11.65,0.010658498,14.499749,108.576347,A30,A,30,14.4991,108.5754,124.80942092186285,102.0832339886304,71.80811158409107
S0333,Găng gai,Canthium horrium,37.0,11.78,0.010892743,14.499739,108.576307,A30,A,30,14.4991,108.5754,120.6564000229633,97.77138054968047,70.70165494463973
S0334,Găng gai,Canthium horrium,42.5,13.53,0.014371817,14.499644,108.576298,A30,A,30,14.4991,108.5754,113.98849280199126,96.80125374260396,60.190479023925505
S0335,Găng gai,Canthium horrium,34.6,11.01,0.009525461,14.499922,108.576153,A30,A,30,14.4991,108.5754,121.90354904875709,81.17066055735417,90.94943174844751
S0336,Găng gai,Canthium horrium,74.3,23.65,0.043924968,14.4995637,108.5758356,A30,A,30,14.4991,108.5754,69.54961801587555,46.95617073239279,51.30562733564983
S0337,Găng gai,Canthium horrium,31.5,10.03,0.007895051,14.4998266,108.5756896,A30,A,30,14.4991,108.5754,86.24227947836042,31.21783978229225,80.39388813181483
S0338,Găng gai,Canthium horrium,42.0,13.37,0.014035646,14.4995053,108.5756644,A30,A,30,14.4991,108.5754,53.134868861460866,28.50141137069706,44.843994456370005
S0339,Găng gai,Canthium horrium,33.0,10.5,0.008664863,14.4995419,108.575608,A30,A,30,14.4991,108.5754,53.78951170279485,22.4216815134575,48.893555478551384
S0340,Găng gai,Canthium horrium,79.5,25.3,0.050288431,14.4992647,108.5755307,A30,A,30,14.4991,108.5754,23.034331700227458,14.08902604467702,18.223056329510598
S0341,Gáo,Neolamarckia cadamba,51.4,16.36,0.021021324,14.499631,108.575984,A31,A,31,14.4991,108.5754,86.10979836890512,62.9531575528682,58.75199851287825
S0342,Giang quảng đông,Fraxinus floribunda,32.4,10.31,0.008352642,14.499536,108.576122,A32,A,32,14.4991,108.5754,91.5671966531613,77.8291080813331,48.24086896173083
S0343,Giang quảng đông,Fraxinus floribunda,34.5,10.98,0.009470481,14.5000233,108.5758191,A32,A,32,14.4991,108.5754,111.70125083051248,45.177434771392086,102.15756861132552
S0344,Giổi nhung,Michelia faveolata,69.3,22.06,0.038212046,14.499644,108.576088,A33,A,33,14.4991,108.5754,95.5153477791712,74.1639895047304,60.19040058114136
S0345,Giổi nhung,Michelia faveolata,90.5,28.8,0.065167489,14.4998888,108.5755815,A33,A,33,14.4991,108.5754,89.44203975730468,19.56504260904904,87.27592785902289
S0347,Giổi xanh,Magnolia mediocris ,60.8,19.35,0.029413113,14.499607,108.576387,A34,A,34,14.4991,108.5754,120.27788249875137,106.39515957643056,56.09669363776547
S0348,Giổi xanh,Magnolia mediocris ,30.5,9.71,0.007401735,14.499675,108.576365,A34,A,34,14.4991,108.5754,121.93635422757832,104.02360453548889,63.62046983289004
S0349,Giổi xanh,Magnolia mediocris ,109.6,34.88,0.095577339,14.499335,108.576358,A34,A,34,14.4991,108.5754,106.49227559676304,103.26918664755507,26.001535549451
S0350,Giổi xanh,Magnolia mediocris ,40.0,12.73,0.012730745,14.4999,108.576343,A34,A,34,14.4991,108.5754,134.78905955533443,101.6519793595143,88.51534142793763
S0351,Giổi xanh,Magnolia mediocris ,139.5,44.4,0.154839672,14.499928,108.576322,A34,A,34,14.4991,108.5754,135.17037745722075,99.38824305407654,91.61336193236954
S0352,Giổi xanh,Magnolia mediocris ,63.9,20.34,0.03248894,14.499572,108.576271,A34,A,34,14.4991,108.5754,107.43758907741895,93.89077866240818,52.2241058222638
S0353,Giổi xanh,Magnolia mediocris ,46.5,14.8,0.017204408,14.499265,108.575854,A34,A,34,14.4991,108.5754,52.23395234832093,48.939692545396035,18.256294023946086
S0354,Giổi xanh,Magnolia mediocris ,106.0,33.74,0.089401655,14.499393,108.575851,A34,A,34,14.4991,108.5754,58.433853135381135,48.61627459536896,32.41871429768576
S0355,Giổi xanh,Magnolia mediocris ,93.7,29.82,0.069857495,14.499447,108.576192,A34,A,34,14.4991,108.5754,93.61058195215941,85.3749005636606,38.393585495066986
S0356,Giổi xanh,Magnolia mediocris ,108.8,34.63,0.094187142,14.499468,108.576156,A34,A,34,14.4991,108.5754,91.0998845511162,81.49421558903067,40.71709457654477
S0357,Giổi xanh,Magnolia mediocris ,53.5,17.03,0.022774109,14.500192,108.576064,A34,A,34,14.4991,108.5754,140.43320094448552,71.57669766051414,120.82326050694708
S0358,Giổi xanh,Magnolia mediocris ,70.5,22.44,0.039546865,14.5000956,108.5760415,A34,A,34,14.4991,108.5754,130.06347764745425,69.15131235380834,110.15717960031415
S0359,Giổi xanh,Magnolia mediocris ,103.7,33.0,0.085564052,14.5000848,108.5760285,A34,A,34,14.4991,108.5754,128.30753411611292,67.74996402212194,108.96222137033855
S0360,Giổi xanh,Magnolia mediocris ,89.5,28.49,0.06373528,14.500074,108.5760155,A34,A,34,14.4991,108.5754,126.55402722907881,66.3486155528209,107.76726322089837
S0361,Giổi xanh,Magnolia mediocris ,236.5,75.27,0.445036999,14.499411,108.575997,A34,A,34,14.4991,108.5754,72.9765918107256,64.35457558866024,34.4103407875115
S0362,Giổi xanh,Magnolia mediocris ,81.5,25.94,0.052850493,14.499276,108.575989,A34,A,34,14.4991,108.5754,66.41143270217333,63.49224116087921,19.473410228412806
S0363,Giổi xanh,Magnolia mediocris ,185.0,58.88,0.272318587,14.499734,108.575931,A34,A,34,14.4991,108.5754,90.53835184378687,57.23991646756198,70.148308015061
S0364,Giổi xanh,Magnolia mediocris ,101.5,32.3,0.081972072,14.499623,108.575922,A34,A,34,14.4991,108.5754,80.71466948862223,56.269776407007996,57.866831032663704
S0365,Giổi xanh,Magnolia mediocris ,127.0,40.42,0.128333864,14.499976,108.575897,A34,A,34,14.4991,108.5754,110.74539958102066,53.57477891853164,96.92412801872602
S0366,Giổi xanh,Magnolia mediocris ,203.4,64.74,0.329181731,14.5000216,108.5758398,A34,A,34,14.4991,108.5754,112.45163659216523,47.40881881108937,101.96947813534055
S0367,Giổi xanh,Magnolia mediocris ,74.6,23.74,0.044280395,14.5000287,108.5758112,A34,A,34,14.4991,108.5754,111.90790614482647,44.325842825364724,102.75504423404406
S0368,Giổi xanh,Magnolia mediocris ,123.0,39.15,0.120377148,14.4996775,108.5758036,A34,A,34,14.4991,108.5754,77.30228373845574,43.50665939910701,63.89689866582581
S0369,Giổi xanh,Magnolia mediocris ,31.5,10.03,0.007895051,14.4994286,108.5757623,A34,A,34,14.4991,108.5754,53.35866213633296,39.054708366282576,36.35762065102652
S0370,Giổi xanh,Magnolia mediocris ,123.0,39.15,0.120377148,14.5001109,108.5757566,A34,A,34,14.4991,108.5754,118.27112802453938,38.44015010657158,111.8499646132319
S0371,Giổi xanh,Magnolia mediocris ,69.3,22.06,0.038212046,14.500013,108.5757337,A34,A,34,14.4991,108.5754,107.23142562229387,35.97163130411841,101.01792109477462
S0372,Giổi xanh,Magnolia mediocris ,136.5,43.44,0.148251512,14.4994921,108.5756901,A34,A,34,14.4991,108.5754,53.47945812670494,31.27178490352634,43.383498135507345
S0373,Giổi xanh,Magnolia mediocris ,236.5,75.27,0.445036999,14.4997535,108.5756831,A34,A,34,14.4991,108.5754,78.48202985036782,30.517173135641492,72.30581687003686
S0374,Giổi xanh,Magnolia mediocris ,246.3,78.39,0.482683721,14.499501,108.5756604,A34,A,34,14.4991,108.5754,52.50216157065082,28.070225659818508,44.368225127872655
S0375,Giổi xanh,Magnolia mediocris ,150.0,47.74,0.179026098,14.4992552,108.5756491,A34,A,34,14.4991,108.5754,31.873406416188995,26.85215407300677,17.171949749840984
S0376,Giổi xanh,Magnolia mediocris ,128.0,40.74,0.130362826,14.499838,108.5755765,A34,A,34,14.4991,108.5754,83.84250421997066,19.026065053996465,81.65521638227953
S0377,Giổi xanh,Magnolia mediocris ,198.5,63.18,0.313512492,14.4995984,108.5755472,A34,A,34,14.4991,108.5754,57.38245133858,15.867647511603602,55.14493162632447
S0378,Gò đồng nách,Gordonia axillaris,40.8,12.99,0.013245067,14.499312,108.576382,A35,A,35,14.4991,108.5754,108.42406721021985,105.85631706590772,23.456736508906936
S0379,Gò đồng nách,Gordonia axillaris,52.5,16.71,0.021930697,14.499319,108.576184,A35,A,35,14.4991,108.5754,87.91771579786895,84.51257634908414,24.231161547789615
S0380,Gò đồng nách,Gordonia axillaris,124.8,39.72,0.123926162,14.5001154,108.5758456,A35,A,35,14.4991,108.5754,122.18556683352001,48.03401722184367,112.34787907192646
S0381,Gò đồng nách,Gordonia axillaris,86.8,27.63,0.059947804,14.4996246,108.5757704,A35,A,35,14.4991,108.5754,70.45081548908776,39.927825730265006,58.043829435445375
S0382,Gò đồng nách,Gordonia axillaris,68.5,21.8,0.037334898,14.5001193,108.5757687,A35,A,35,14.4991,108.5754,119.57763809098455,39.74448348291203,112.77937561493685
S0383,Gội nếp,Aglaia spectabilis,34.3,10.92,0.009360996,14.4999382,108.5758197,A36,A,36,14.4991,108.5754,103.18859642866792,45.24212982752007,92.74177117991826
S0384,Gội nếp,Aglaia spectabilis,67.0,21.32,0.035717696,14.4997047,108.5757752,A36,A,36,14.4991,108.5754,78.18110013555437,40.44523442706234,66.9064079931478
S0385,Gội nếp,Aglaia spectabilis,68.5,21.8,0.037334898,14.5000289,108.5756865,A36,A,36,14.4991,108.5754,107.3170185942509,30.883642894156846,102.77715252693561
S0386,Gội nếp,Aglaia spectabilis,95.8,30.49,0.07302387,14.4993771,108.5756242,A36,A,36,14.4991,108.5754,39.0396420361497,24.16800341740603,30.65944000021783
S0387,Gội nếp,Aglaia spectabilis,59.4,18.91,0.028074157,14.4992231,108.5756167,A36,A,36,14.4991,108.5754,27.040345243277695,23.359544861580705,13.620276602751103
S0388,Gội nếp,Aglaia spectabilis,146.5,46.63,0.170769017,14.4993643,108.5755551,A36,A,36,14.4991,108.5754,33.68527625006761,16.719257562220808,29.243191730922454
S0389,Gội tẻ,Aglaia sp,50.0,15.91,0.019891789,14.499728,108.576431,A37,A,37,14.4991,108.5754,131.0717401380981,111.1381458876767,69.48462845463455
S0391,Gội tẻ,Aglaia sp,102.5,32.62,0.083595242,14.499218,108.57611,A37,A,37,14.4991,108.5754,77.64128284626612,76.5356586603337,13.056100315285033
S0392,Gội tẻ,Aglaia sp,93.0,29.6,0.068817632,14.499593,108.576046,A37,A,37,14.4991,108.5754,88.45724623939147,69.63655258630097,54.547547663957126
S0393,Gội tẻ,Aglaia sp,67.8,21.58,0.036575748,14.499548,108.575892,A37,A,37,14.4991,108.5754,72.59370339695934,53.03589905168246,49.56853018463885
S0394,Gội tẻ,Aglaia sp,92.5,29.44,0.068079647,14.499982,108.575886,A37,A,37,14.4991,108.5754,110.76111584110228,52.3890178141045,97.58798898860208
S0395,Gội tẻ,Aglaia sp,84.6,26.93,0.056947486,14.499238,108.575873,A37,A,37,14.4991,108.5754,53.22498541470975,50.98783563273568,15.2689125311921
S0396,Gội tẻ,Aglaia sp,120.2,38.26,0.114958943,14.4996813,108.5758005,A37,A,37,14.4991,108.5754,77.46344117709805,43.17248957448382,64.31734496182827
S0397,Hoa khế,Craibiodendron scleranthum ,174.5,55.54,0.242283975,14.499939,108.576421,A38,A,38,14.4991,108.5754,143.98166732178638,110.06007717009867,92.83049034704867
S0398,Hoa khế,Craibiodendron scleranthum ,170.0,54.11,0.229949077,14.499609,108.576212,A38,A,38,14.4991,108.5754,104.08334242749845,87.53076879487477,56.31790732136693
S0399,Hoa khế,Craibiodendron scleranthum ,171.5,54.58,0.234024905,14.4998798,108.575813,A38,A,38,14.4991,108.5754,97.08907712112888,44.519905916245584,86.28016500587579
S0400,Hoắc quang,Wendlandia glabrata ,37.3,11.87,0.011070099,14.499474,108.576369,A39,A,39,14.4991,108.5754,112.35307639580549,104.45488463130647,41.38104460090584
S0401,Hoắc quang,Wendlandia glabrata ,32.6,10.38,0.008456079,14.499474,108.576369,A39,A,39,14.4991,108.5754,112.35307639580549,104.45488463130647,41.38104460090584
S0402,Hoắc quang,Wendlandia glabrata ,33.0,10.5,0.008664863,14.499467,108.57636,A39,A,39,14.4991,108.5754,111.16644066271299,103.48471867139614,40.606533108829694
S0403,Hoắc quang,Wendlandia glabrata ,39.0,12.41,0.012102164,14.499341,108.576323,A39,A,39,14.4991,108.5754,103.0075563467835,99.49630136845037,26.665383524980047
S0404,Hoắc quang,Wendlandia glabrata ,28.8,9.17,0.006599618,14.499499,108.5763,A39,A,39,14.4991,108.5754,106.58915657732973,97.01690983092774,44.1471120994811
S0405,Hoắc quang,Wendlandia glabrata ,37.0,11.78,0.010892743,14.499949,108.576215,A39,A,39,14.4991,108.5754,128.61749333488146,87.85402435962716,93.93684045978081
S0406,Hoắc quang,Wendlandia glabrata ,35.7,11.36,0.010140754,14.500099,108.576202,A39,A,39,14.4991,108.5754,140.32708975171136,86.45261365757207,110.5334234969651
S0407,Hoắc quang,Wendlandia glabrata ,38.5,12.25,0.011793842,14.500157,108.576078,A39,A,39,14.4991,108.5754,137.90944531803385,73.0858563732758,116.95072768526354
S0408,Hoắc quang,Wendlandia glabrata ,43.0,13.69,0.014711967,14.499449,108.576011,A39,A,39,14.4991,108.5754,76.34875915990659,65.86371688882542,38.614813515619545
S0409,Hoắc quang,Wendlandia glabrata ,56.5,17.98,0.025399825,14.5000624,108.5759945,A39,A,39,14.4991,108.5754,124.28061416465631,64.08489682859806,106.48378775950879
S0410,Hoắc quang,Wendlandia glabrata ,57.5,18.3,0.026306891,14.499979,108.5759713,A39,A,39,14.4991,108.5754,115.11446261070728,61.58404584443324,97.25607847113038
S0411,Hoắc quang,Wendlandia glabrata ,81.6,25.97,0.052980267,14.499982,108.575886,A39,A,39,14.4991,108.5754,110.76111584110228,52.3890178141045,97.58798898860208
S0412,Hoắc quang,Wendlandia glabrata ,50.2,15.98,0.020051241,14.4997185,108.5756768,A39,A,39,14.4991,108.5754,74.65536487176007,29.838060225226176,68.43327893745413
S0413,Hoắc quang,Wendlandia glabrata ,76.5,24.35,0.046564688,14.4997019,108.5756371,A39,A,39,14.4991,108.5754,71.33263103804215,25.558542651893156,66.5965851100551
S0414,Búi lửa,Mastixia arborea ,66.5,21.16,0.035186585,14.4994115,108.5757849,A4,A,4,14.4991,108.5754,53.938618185222154,41.49091472083493,34.46561369480574
S0415,Hồng,Diospyros kaki ,117.3,37.33,0.109478756,14.4998289,108.5756754,A40,A,40,14.4991,108.5754,85.93884370198766,29.68713048009691,80.6483672537291
S0416,Hồng bì rừng,Clausena excavata ,38.8,12.35,0.011978358,14.499431,108.5756124,A41,A,41,14.4991,108.5754,43.191220356557004,22.8959977029762,36.623145756119484
S0417,Hồng tùng,Dacrydium elatum ,34.9,11.11,0.009691359,14.499346,108.576379,A42,A,42,14.4991,108.5754,108.98646257472825,105.53291100251033,27.218628177938616
S0418,Hồng tùng,Dacrydium elatum ,83.9,26.7,0.056008991,14.499685,108.576358,A42,A,42,14.4991,108.5754,121.8772487649303,103.2690245343339,64.726905829306
S0419,Hồng tùng,Dacrydium elatum ,101.5,32.3,0.081972072,14.499307,108.576339,A42,A,42,14.4991,108.5754,103.77992970854216,101.22106309031969,22.903497487839523
S0420,Hồng tùng,Dacrydium elatum ,50.0,15.91,0.019891789,14.499217,108.575825,A42,A,42,14.4991,108.5754,47.60744369046025,45.813598698840885,12.945380218514567
S0421,Hồng tùng,Dacrydium elatum ,129.5,41.22,0.133436108,14.499443,108.575812,A42,A,42,14.4991,108.5754,58.41844033090141,44.412196544251216,37.95090208163554
S0422,Hồng tùng,Dacrydium elatum ,145.0,46.15,0.167289943,14.499653,108.576271,A42,A,42,14.4991,108.5754,112.06797354710724,93.89074455120445,61.18626302182214
S0423,Hồng tùng,Dacrydium elatum ,67.5,21.48,0.036252785,14.499653,108.576271,A42,A,42,14.4991,108.5754,112.06797354710724,93.89074455120445,61.18626302182214
S0424,Hồng tùng,Dacrydium elatum ,114.5,36.44,0.104314529,14.49976,108.576245,A42,A,42,14.4991,108.5754,116.74628501350631,91.08799204319577,73.02515162595387
S0425,Hồng tùng,Dacrydium elatum ,59.6,18.97,0.028263526,14.499626,108.576217,A42,A,42,14.4991,108.5754,105.56224107168292,88.06974464647305,58.19885581333306
S0426,Hồng tùng,Dacrydium elatum ,138.0,43.92,0.151527689,14.499853,108.576214,A42,A,42,14.4991,108.5754,120.99917505339629,87.74626579148484,83.31502387476422
S0427,Hồng tùng,Dacrydium elatum ,162.0,51.56,0.208816041,14.499436,108.576136,A42,A,42,14.4991,108.5754,87.61652779912266,79.33829534728198,37.17648228331841
S0428,Hồng tùng,Dacrydium elatum ,66.0,21.01,0.034659453,14.49991,108.576129,A42,A,42,14.4991,108.5754,119.19489551200618,78.58355209903605,89.62169634422324
S0429,Hồng tùng,Dacrydium elatum ,137.3,43.7,0.149994351,14.499599,108.576122,A42,A,42,14.4991,108.5754,95.4236305514948,77.8290860896513,55.211435645867944
S0430,Hồng tùng,Dacrydium elatum ,93.0,29.6,0.068817632,14.499725,108.576116,A42,A,42,14.4991,108.5754,103.63001164485897,77.1822633624554,69.15256709452063
S0431,Hồng tùng,Dacrydium elatum ,66.8,21.26,0.035504774,14.499835,108.576072,A42,A,42,14.4991,108.5754,108.90788784578623,72.43918350466959,81.32338364952086
S0432,Hồng tùng,Dacrydium elatum ,86.0,27.37,0.058847868,14.499755,108.576068,A42,A,42,14.4991,108.5754,102.16323836125046,72.00802372749791,72.47186896525973
S0433,Hồng tùng,Dacrydium elatum ,125.5,39.94,0.125320258,14.499884,108.576053,A42,A,42,14.4991,108.5754,111.71204425554791,70.39103635844828,86.744929720054
S0434,Hồng tùng,Dacrydium elatum ,203.6,64.8,0.329829408,14.499877,108.57592,A42,A,42,14.4991,108.5754,102.63026604071429,56.05411953319618,85.97038554610505
S0435,Hồng tùng,Dacrydium elatum ,180.3,57.38,0.258657623,14.499754,108.575908,A42,A,42,14.4991,108.5754,90.74614613294608,54.760593139769334,72.36118073223138
S0436,Hồng tùng,Dacrydium elatum ,170.0,54.11,0.229949077,14.499688,108.575907,A42,A,42,14.4991,108.5754,84.96800606445424,54.65281287557809,65.05868196756047
S0437,Hồng tùng,Dacrydium elatum ,82.3,26.19,0.053893141,14.499749,108.575876,A42,A,42,14.4991,108.5754,88.25651270061547,51.311108107792435,71.80795372954404
S0438,Hồng tùng,Dacrydium elatum ,197.3,62.79,0.30973337,14.4997594,108.5758703,A42,A,42,14.4991,108.5754,88.84321266709502,50.696666004216446,72.95864919985566
S0439,Hồng tùng,Dacrydium elatum ,79.0,25.14,0.049657861,14.4999983,108.5758625,A42,A,42,14.4991,108.5754,111.19472582261876,49.85580034516798,99.3914796283369
S0440,Hồng tùng,Dacrydium elatum ,212.5,67.63,0.359295433,14.4997081,108.5758606,A42,A,42,14.4991,108.5754,83.61923895362789,49.65105195431189,67.28261412143661
S0441,Hồng tùng,Dacrydium elatum ,176.0,56.02,0.246467218,14.4997004,108.5758524,A42,A,42,14.4991,108.5754,82.40912610942594,48.767122622806944,66.43065419827943
S0442,Hồng tùng,Dacrydium elatum ,195.0,62.06,0.302554106,14.4994985,108.5758469,A42,A,42,14.4991,108.5754,65.30570482434048,48.17428566800261,44.09164640815271
S0443,Hồng tùng,Dacrydium elatum ,188.0,59.83,0.281222151,14.4995151,108.5758423,A42,A,42,14.4991,108.5754,66.20153652639968,47.67841791118078,45.92833443467144
S0444,Hồng tùng,Dacrydium elatum ,225.0,71.61,0.402808721,14.4995613,108.5758284,A42,A,42,14.4991,108.5754,68.83084741475004,46.18003617567112,51.040080472568896
S0445,Hồng tùng,Dacrydium elatum ,100.0,31.83,0.079567155,14.4995634,108.5758277,A42,A,42,14.4991,108.5754,68.95284234914897,46.104578166607595,51.27243255498769
S0446,Hồng tùng,Dacrydium elatum ,147.0,46.79,0.171936665,14.4996583,108.5758249,A42,A,42,14.4991,108.5754,76.90082299843085,45.80272837109792,61.77253962400618
S0447,Hồng tùng,Dacrydium elatum ,163.5,52.04,0.212700907,14.49943,108.57582,A42,A,42,14.4991,108.5754,58.16314909214336,45.27457193181296,36.51253276213513
S0448,Hồng tùng,Dacrydium elatum ,180.0,57.29,0.257797581,14.4997738,108.5757984,A42,A,42,14.4991,108.5754,86.03693541134987,42.94609915197965,74.55190690119953
S0449,Hồng tùng,Dacrydium elatum ,135.0,42.97,0.145011139,14.4994888,108.5757937,A42,A,42,14.4991,108.5754,60.429246997189054,42.43951016438612,43.018389900765115
S0450,Hồng tùng,Dacrydium elatum ,203.0,64.61,0.327888288,14.5000328,108.5756975,A42,A,42,14.4991,108.5754,108.07624682204327,32.06940174627195,103.20866532794341
S0451,Hồng tùng,Dacrydium elatum ,161.0,51.24,0.206246022,14.4992378,108.5756882,A42,A,42,14.4991,108.5754,34.60668026995128,31.06700685464505,15.246750617756984
S0452,Hồng tùng,Dacrydium elatum ,159.0,50.6,0.201153724,14.4998543,108.5756375,A42,A,42,14.4991,108.5754,87.29720388055834,25.601643739608637,83.45871819764504
S0453,Hồng tùng,Dacrydium elatum ,205.0,65.25,0.334380968,14.4998333,108.5755495,A42,A,42,14.4991,108.5754,82.72019142916649,16.115562523910892,81.13518789413055
S0454,Hồng tùng,Dacrydium elatum ,166.0,52.83,0.219255251,14.4999056,108.5755205,A42,A,42,14.4991,108.5754,90.07623579129354,12.989462571257668,89.13474135508898
S0455,Kháo,Symplocos ferruguinea,44.5,14.16,0.015756286,14.499349,108.575712,A43,A,43,14.4991,108.5754,43.47609329866033,33.63255136754102,27.55035711245015
S0456,Kháo,Symplocos ferruguinea,34.0,10.82,0.009197963,14.499944,108.576015,A43,A,43,14.4991,108.5754,114.52284814254091,66.29475606421258,93.38355350416921
S0457,Kháo,Symplocos ferruguinea,73.3,23.33,0.042750557,14.499745,108.575983,A43,A,43,14.4991,108.5754,95.09235700764744,62.845328914938484,71.36540474798045
S0458,Kháo,Symplocos ferruguinea,62.5,19.89,0.03108092,14.499486,108.575946,A43,A,43,14.4991,108.5754,72.71976579178933,58.856928728801904,42.708620645314994
S0459,Kháo,Symplocos ferruguinea,67.4,21.45,0.036145449,14.4995047,108.575867,A43,A,43,14.4991,108.5754,67.37397952446939,50.3409952588618,44.777643007542
S0460,Kháo,Symplocos ferruguinea,45.5,14.48,0.01647239,14.499967,108.5758087,A43,A,43,14.4991,108.5754,105.56137854007436,44.05636424072723,95.92831390767401
S0461,Kháo,Symplocos ferruguinea,50.5,16.07,0.020291614,14.4998349,108.5756409,A43,A,43,14.4991,108.5754,85.35820521797477,25.968153740942075,81.31222656723091
S0462,Kháo,Symplocos ferruguinea,106.5,33.9,0.090247056,14.5000571,108.5755462,A43,A,43,14.4991,108.5754,107.06357618553996,15.75981856921132,105.89729677523624
S0463,Lấu,Psychotria Sp,40.8,12.99,0.013245067,14.499958,108.576426,A44,A,44,14.4991,108.5754,145.75449375994825,110.59904951362796,94.93272722249617
S0464,Liên đằng,Illigera Sp,47.0,14.96,0.017576384,14.499452,108.576365,A45,A,45,14.4991,108.5754,111.07561004981467,104.0237085795567,38.94687665646567
S0465,Liên đằng,Illigera Sp,104.0,33.1,0.086059835,14.49958,108.57623,A45,A,45,14.4991,108.5754,104.04649127959352,89.47111767197143,53.10924072252185
S0467,Mạ sưa,Helicia obovatifolia ,57.5,18.3,0.026306891,14.499742,108.576163,A46,A,46,14.4991,108.5754,108.67662809704626,82.24869057922734,71.0335300583198
S0468,Mạ sưa,Helicia obovatifolia ,50.0,15.91,0.019891789,14.5000563,108.5760912,A46,A,46,14.4991,108.5754,129.41051878119984,74.50880050468186,105.80888912833741
S0469,Mạ sưa,Helicia obovatifolia ,53.2,16.93,0.022519414,14.499822,108.57604,A46,A,46,14.4991,108.5754,105.55184859251358,68.98970259965465,79.88500282598802
S0470,Mạ sưa,Helicia obovatifolia ,69.5,22.12,0.038432925,14.5000758,108.5758935,A46,A,46,14.4991,108.5754,120.36075794367277,53.19746793097803,107.96639041159035
S0471,Mãi táp,Aidia oxyodonta ,39.4,12.54,0.012351687,14.49989,108.576404,A47,A,47,14.4991,108.5754,139.11695245899145,108.2275629422698,87.40893021341878
S0472,Mãi táp,Aidia oxyodonta ,57.2,18.2,0.0260331,14.499712,108.576356,A47,A,47,14.4991,108.5754,123.30949822064697,103.05341910232539,67.71429068334255
S0473,Mãi táp,Aidia oxyodonta ,39.2,12.48,0.012226607,14.499946,108.576342,A47,A,47,14.4991,108.5754,138.10541486623183,101.54416203587554,93.60496125636642
S0474,Mãi táp,Aidia oxyodonta ,57.0,18.14,0.025851369,14.499548,108.576268,A47,A,47,14.4991,108.5754,105.88630367580635,93.56739913988997,49.56865062034267
S0475,Mãi táp,Aidia oxyodonta ,38.6,12.29,0.011855188,14.499949,108.576215,A47,A,47,14.4991,108.5754,128.61749333488146,87.85402435962716,93.93684045978081
S0476,Mãi táp,Aidia oxyodonta ,33.8,10.76,0.00909007,14.499832,108.576199,A47,A,47,14.4991,108.5754,118.22809964155276,86.1293279760751,80.99149589458521
S0477,Mãi táp,Aidia oxyodonta ,32.6,10.38,0.008456079,14.499844,108.576181,A47,A,47,14.4991,108.5754,117.74650348578534,84.1889881459854,82.31921621397515
S0478,Mãi táp,Aidia oxyodonta ,33.2,10.57,0.00877021,14.499589,108.576003,A47,A,47,14.4991,108.5754,84.57254911250868,65.00130334795536,54.10495935175241
S0479,Mãi táp,Aidia oxyodonta ,56.3,17.92,0.025220321,14.4994567,108.5759646,A47,A,47,14.4991,108.5754,72.53828211141783,60.86195298132392,39.46675881010191
S0480,Mãi táp,Aidia oxyodonta ,36.8,11.71,0.010775302,14.4999954,108.5758616,A47,A,47,14.4991,108.5754,110.86443428757777,49.758784299273394,99.07061206514791
S0481,Mãi táp,Aidia oxyodonta ,48.8,15.53,0.01894844,14.5000421,108.5758463,A47,A,47,14.4991,108.5754,114.80425501735803,48.10949042720619,104.23767985198603
